frame, timestamp, confidence, success, x_0, y_0, z_0, x_1, y_1, z_1, x_h0, y_h0, z_h0, x_h1, y_h1, z_h1
92, 3.03333, 0.963502, 1, -0.08076, 0.412153, -0.907528, -0.275609, 0.363446, -0.889914, 0.135623, 0.46701, -0.873789, -0.0598228, 0.426647, -0.902438
93, 3.06667, 0.962766, 1, -0.0926797, 0.393153, -0.91479, -0.279053, 0.350772, -0.893918, 0.125381, 0.452252, -0.883033, -0.0622659, 0.417552, -0.906517
94, 3.1, 0.961307, 1, -0.0720244, 0.398944, -0.914142, -0.28548, 0.352347, -0.891265, 0.146265, 0.459247, -0.876184, -0.0683398, 0.421598, -0.904204
95, 3.13333, 0.95897, 1, -0.0869986, 0.405078, -0.910134, -0.293314, 0.357682, -0.886584, 0.13119, 0.469026, -0.873386, -0.0765721, 0.430068, -0.899543
96, 3.16667, 0.959002, 1, -0.0887527, 0.39961, -0.912379, -0.294849, 0.351538, -0.88853, 0.12867, 0.468129, -0.874242, -0.0789343, 0.428332, -0.900167
97, 3.2, 0.959093, 1, -0.102279, 0.408831, -0.906861, -0.284635, 0.351012, -0.892061, 0.116637, 0.482329, -0.86819, -0.0660139, 0.43243, -0.899248
98, 3.23333, 0.961276, 1, -0.0865967, 0.400844, -0.912044, -0.298736, 0.358193, -0.884564, 0.134147, 0.476467, -0.868898, -0.0798059, 0.441888, -0.893514
99, 3.26667, 0.962633, 1, -0.101935, 0.39697, -0.912153, -0.302286, 0.355077, -0.884615, 0.121528, 0.475377, -0.871348, -0.0808903, 0.441081, -0.893814
100, 3.3, 0.961758, 1, -0.0915586, 0.398155, -0.912737, -0.298142, 0.347213, -0.889131, 0.131715, 0.481922, -0.866258, -0.0761222, 0.439443, -0.895039
101, 3.33333, 0.962591, 1, -0.0889366, 0.398188, -0.912982, -0.296711, 0.345409, -0.890312, 0.135, 0.482113, -0.865645, -0.0739273, 0.438377, -0.895746
102, 3.36667, 0.967106, 1, -0.0842195, 0.404202, -0.910784, -0.306114, 0.348644, -0.885856, 0.136326, 0.499825, -0.85533, -0.0869408, 0.453919, -0.886791
103, 3.4, 0.96573, 1, -0.089228, 0.388655, -0.917053, -0.302249, 0.356787, -0.883939, 0.134355, 0.484695, -0.864303, -0.0814327, 0.461156, -0.883574
104, 3.43333, 0.960636, 1, -0.0824775, 0.391299, -0.91656, -0.296814, 0.346999, -0.889659, 0.137085, 0.494549, -0.858271, -0.0790378, 0.459576, -0.884614
105, 3.46667, 0.964259, 1, -0.0948631, 0.395146, -0.913707, -0.305445, 0.354886, -0.883605, 0.123925, 0.50454, -0.854448, -0.0892034, 0.473397, -0.876321
106, 3.5, 0.959148, 1, -0.0940827, 0.398749, -0.912221, -0.307665, 0.353788, -0.883276, 0.123914, 0.510701, -0.850782, -0.0920108, 0.475162, -0.875074
107, 3.53333, 0.960728, 1, -0.0926775, 0.390884, -0.915762, -0.307495, 0.344143, -0.887137, 0.123119, 0.506268, -0.853542, -0.0940114, 0.46891, -0.878229
108, 3.56667, 0.958758, 1, -0.098083, 0.388388, -0.916261, -0.295411, 0.335959, -0.894351, 0.122109, 0.499055, -0.857924, -0.0765606, 0.455852, -0.886757
109, 3.6, 0.959787, 1, -0.111905, 0.408091, -0.906057, -0.304058, 0.350489, -0.885837, 0.109069, 0.520359, -0.846954, -0.0842397, 0.471958, -0.877587
110, 3.63333, 0.957786, 1, -0.0984976, 0.388382, -0.916219, -0.300003, 0.351326, -0.886887, 0.122026, 0.501084, -0.856752, -0.081895, 0.472427, -0.877557
111, 3.66667, 0.958398, 1, -0.0855025, 0.382695, -0.91991, -0.294928, 0.357007, -0.88632, 0.136436, 0.49401, -0.858685, -0.0758271, 0.476708, -0.875785
112, 3.7, 0.958757, 1, -0.10356, 0.397855, -0.911585, -0.310828, 0.351608, -0.883039, 0.117758, 0.508225, -0.853136, -0.0918384, 0.470887, -0.8774
113, 3.73333, 0.959622, 1, -0.10383, 0.397966, -0.911506, -0.311145, 0.352563, -0.882546, 0.116383, 0.509642, -0.852479, -0.0933735, 0.47319, -0.875998
114, 3.76667, 0.95945, 1, -0.0966992, 0.385503, -0.917626, -0.304559, 0.359738, -0.881948, 0.123614, 0.497175, -0.858799, -0.0876194, 0.479409, -0.873207
115, 3.8, 0.960596, 1, -0.104967, 0.373863, -0.921525, -0.305065, 0.353348, -0.884353, 0.113079, 0.48886, -0.865002, -0.0907904, 0.475498, -0.875019
116, 3.83333, 0.957261, 1, -0.096336, 0.384212, -0.918205, -0.303894, 0.346676, -0.887392, 0.123258, 0.496361, -0.859321, -0.086952, 0.467478, -0.879718
117, 3.86667, 0.957661, 1, -0.0917653, 0.386082, -0.917889, -0.297162, 0.342042, -0.891461, 0.12627, 0.499968, -0.856789, -0.0810721, 0.465028, -0.881576
118, 3.9, 0.959185, 1, -0.0973667, 0.404269, -0.909443, -0.307878, 0.35198, -0.883924, 0.118278, 0.519547, -0.846216, -0.0940646, 0.476683, -0.874028
119, 3.93333, 0.959008, 1, -0.0819659, 0.389721, -0.917278, -0.299576, 0.346319, -0.888998, 0.136592, 0.501907, -0.854068, -0.083054, 0.468208, -0.879706
120, 3.96667, 0.959567, 1, -0.0919026, 0.409846, -0.907513, -0.304443, 0.356298, -0.883383, 0.123192, 0.521265, -0.844456, -0.090963, 0.477686, -0.873809
121, 4, 0.958492, 1, -0.114627, 0.400145, -0.909255, -0.302764, 0.363936, -0.880843, 0.0997738, 0.516058, -0.850723, -0.0910264, 0.487731, -0.868235
122, 4.03333, 0.957364, 1, -0.099895, 0.387525, -0.916431, -0.297317, 0.352729, -0.887234, 0.118473, 0.501241, -0.857159, -0.0814301, 0.474646, -0.876402
123, 4.06667, 0.956596, 1, -0.0926711, 0.396238, -0.913459, -0.297128, 0.356373, -0.885841, 0.125064, 0.507636, -0.852446, -0.0814885, 0.476563, -0.875356
124, 4.1, 0.958782, 1, -0.0962984, 0.392934, -0.914511, -0.300487, 0.358484, -0.883853, 0.122928, 0.504894, -0.854384, -0.0838495, 0.478793, -0.873914
125, 4.13333, 0.958547, 1, -0.0961524, 0.391712, -0.91505, -0.301302, 0.360871, -0.882604, 0.122684, 0.504412, -0.854703, -0.0853079, 0.481568, -0.872247
126, 4.16667, 0.957755, 1, -0.0754149, 0.39671, -0.914841, -0.29584, 0.350856, -0.88847, 0.13917, 0.509165, -0.849343, -0.0829372, 0.473266, -0.877007
127, 4.2, 0.959735, 1, -0.0966138, 0.392916, -0.914485, -0.297509, 0.351379, -0.887706, 0.119832, 0.507151, -0.853486, -0.0831353, 0.474298, -0.87643
128, 4.23333, 0.953718, 1, -0.113173, 0.40219, -0.908535, -0.306506, 0.350913, -0.884824, 0.101639, 0.517677, -0.849518, -0.0936174, 0.475231, -0.874866
129, 4.26667, 0.955469, 1, -0.107184, 0.394441, -0.912649, -0.300856, 0.353885, -0.885579, 0.109593, 0.50863, -0.853982, -0.0863722, 0.476345, -0.875006
130, 4.3, 0.957042, 1, -0.0967556, 0.402537, -0.910276, -0.302737, 0.351845, -0.885751, 0.117331, 0.517264, -0.847745, -0.0903648, 0.475753, -0.874925
131, 4.33333, 0.957879, 1, -0.100224, 0.417086, -0.903324, -0.304228, 0.354608, -0.884137, 0.115778, 0.532792, -0.838289, -0.0890349, 0.48023, -0.872612
132, 4.36667, 0.960208, 1, -0.096539, 0.400731, -0.911095, -0.297954, 0.352172, -0.887242, 0.121131, 0.522096, -0.844241, -0.0816689, 0.48228, -0.872202
133, 4.4, 0.960773, 1, -0.113855, 0.416266, -0.902086, -0.300523, 0.366847, -0.880403, 0.102094, 0.536521, -0.837689, -0.0857016, 0.494662, -0.86485
134, 4.43333, 0.959607, 1, -0.103633, 0.40472, -0.90855, -0.310706, 0.370032, -0.875522, 0.106695, 0.539057, -0.835484, -0.103086, 0.510261, -0.853819
135, 4.46667, 0.957068, 1, -0.105647, 0.413016, -0.904575, -0.311499, 0.360207, -0.879329, 0.100798, 0.560158, -0.82223, -0.106146, 0.513954, -0.851225
136, 4.5, 0.956338, 1, -0.100397, 0.404414, -0.909049, -0.305361, 0.37797, -0.87401, 0.102374, 0.564185, -0.819277, -0.105412, 0.541053, -0.834356
137, 4.53333, 0.956788, 1, -0.101896, 0.407519, -0.907494, -0.307362, 0.383536, -0.870878, 0.0977877, 0.578186, -0.810024, -0.110724, 0.55642, -0.823491
138, 4.56667, 0.960251, 1, -0.111088, 0.405781, -0.907194, -0.319807, 0.39318, -0.862051, 0.0837901, 0.589943, -0.803085, -0.129687, 0.576703, -0.806595
139, 4.6, 0.956095, 1, -0.114243, 0.4202, -0.900211, -0.331371, 0.377514, -0.864683, 0.0760516, 0.613863, -0.785741, -0.143259, 0.572885, -0.807019
140, 4.63333, 0.963248, 1, -0.113798, 0.396834, -0.910809, -0.344507, 0.365417, -0.864746, 0.0770217, 0.591066, -0.802937, -0.157591, 0.557286, -0.815229
141, 4.66667, 0.962764, 1, -0.0733031, 0.39384, -0.916252, -0.339145, 0.363605, -0.867624, 0.10987, 0.597738, -0.794127, -0.160005, 0.567249, -0.807854
142, 4.7, 0.9557, 1, -0.113512, 0.384569, -0.916091, -0.3201, 0.376359, -0.869419, 0.082706, 0.605223, -0.791748, -0.129081, 0.596816, -0.791928
143, 4.73333, 0.954786, 1, -0.111522, 0.398176, -0.910504, -0.337183, 0.375946, -0.863118, 0.0879425, 0.615356, -0.783328, -0.142768, 0.595733, -0.790392
144, 4.76667, 0.955513, 1, -0.131517, 0.398542, -0.907672, -0.35819, 0.365111, -0.859298, 0.0659075, 0.650253, -0.756853, -0.16609, 0.619989, -0.76683
145, 4.8, 0.958778, 1, -0.125035, 0.385653, -0.914133, -0.356934, 0.383042, -0.851984, 0.0713958, 0.647778, -0.758477, -0.168361, 0.643992, -0.746276
146, 4.83333, 0.957078, 1, -0.139339, 0.393765, -0.908589, -0.360482, 0.387546, -0.848446, 0.0553639, 0.656049, -0.752685, -0.17347, 0.649333, -0.740456
147, 4.86667, 0.961356, 1, -0.109544, 0.383929, -0.916842, -0.351535, 0.398659, -0.84705, 0.0839132, 0.645247, -0.759352, -0.166834, 0.657766, -0.734514
148, 4.9, 0.960993, 1, -0.103722, 0.395089, -0.912769, -0.34728, 0.393868, -0.851038, 0.0915283, 0.654635, -0.750383, -0.159487, 0.654278, -0.739246
149, 4.93333, 0.962119, 1, -0.0944673, 0.404573, -0.909613, -0.352116, 0.397728, -0.847246, 0.0895023, 0.663943, -0.742407, -0.175415, 0.658076, -0.732233
150, 4.96667, 0.956998, 1, -0.106305, 0.40206, -0.909421, -0.325078, 0.378538, -0.866622, 0.0650912, 0.671486, -0.738153, -0.158176, 0.651835, -0.741682
151, 5, 0.958193, 1, -0.118232, 0.386803, -0.914552, -0.308853, 0.390363, -0.86731, 0.0493359, 0.664921, -0.745283, -0.146559, 0.666453, -0.731
152, 5.03333, 0.957291, 1, -0.122874, 0.388121, -0.91338, -0.314901, 0.381049, -0.869275, 0.0439546, 0.667252, -0.743534, -0.152898, 0.659057, -0.736387
153, 5.06667, 0.958229, 1, -0.121384, 0.400619, -0.908168, -0.339817, 0.372467, -0.863593, 0.0456684, 0.674413, -0.73694, -0.177287, 0.646839, -0.741734
