frame, timestamp, confidence, success, Tx, Ty, Tz, Rx, Ry, Rz
100, 3.3, 0.942506, 1, 119.247, -47.7307, 535.671, 0.0204163, -0.167317, 0.083465
101, 3.33333, 0.938197, 1, 118.893, -48.0368, 534.279, 0.0250334, -0.174021, 0.0874801
102, 3.36667, 0.971302, 1, 120.577, -49.2409, 530.618, 0.0323883, -0.179257, 0.0931571
103, 3.4, 0.936497, 1, 122.538, -50.1708, 529.901, 0.0187417, -0.16152, 0.0806822
104, 3.43333, 0.934711, 1, 123.484, -50.6278, 528.461, 0.0448437, -0.175063, 0.0966296
105, 3.46667, 0.963686, 1, 123.979, -47.899, 526.25, 0.069835, -0.182584, 0.108064
106, 3.5, 0.926744, 1, 123.966, -45.1939, 526.152, 0.0611143, -0.172148, 0.0951711
107, 3.53333, 0.963509, 1, 123.827, -42.8999, 528.561, 0.074143, -0.184243, 0.104695
108, 3.56667, 0.96609, 1, 123.535, -40.541, 528.186, 0.0576273, -0.192322, 0.0842814
109, 3.6, 0.966976, 1, 124.753, -39.6334, 536.524, 0.0614712, -0.220774, 0.0767521
110, 3.63333, 0.963863, 1, 123.939, -39.4323, 538.055, 0.0721555, -0.226976, 0.0693787
111, 3.66667, 0.963562, 1, 122.573, -40.0749, 538.521, 0.0734364, -0.238504, 0.0662485
112, 3.7, 0.962308, 1, 120.605, -40.5395, 537.755, 0.0811718, -0.245689, 0.0685103
113, 3.73333, 0.962828, 1, 120.18, -40.4611, 536.549, 0.079129, -0.246165, 0.0662396
114, 3.76667, 0.958011, 1, 118.994, -40.7822, 540.706, 0.0817235, -0.257877, 0.0686595
115, 3.8, 0.958317, 1, 116.575, -40.5233, 542.059, 0.0962512, -0.262802, 0.072953
116, 3.83333, 0.95836, 1, 112.636, -40.0164, 540.145, 0.106229, -0.263975, 0.0712445
117, 3.86667, 0.958074, 1, 108.629, -39.8548, 540.729, 0.105659, -0.264564, 0.0667377
118, 3.9, 0.962422, 1, 104.071, -39.7765, 539.923, 0.105494, -0.261417, 0.0605076
119, 3.93333, 0.927957, 1, 98.7678, -39.6993, 537.058, 0.112923, -0.273275, 0.0640805
120, 3.96667, 0.946906, 1, 94.7541, -40.4192, 556.654, 0.089847, -0.199298, 0.0330577
121, 4, 0.965606, 1, 90.8047, -39.8767, 555.76, 0.0538957, -0.180038, 0.0201596
122, 4.03333, 0.962591, 1, 85.8141, -39.1466, 547.515, 0.0827507, -0.20316, 0.0188828
123, 4.06667, 0.962062, 1, 82.2718, -38.8623, 542.632, 0.0989477, -0.212029, 0.0153642
124, 4.1, 0.95922, 1, 80.263, -38.8939, 542.009, 0.113436, -0.215083, 0.0137535
125, 4.13333, 0.960777, 1, 79.9174, -38.8722, 540.597, 0.117258, -0.220642, 0.0174365
126, 4.16667, 0.963487, 1, 78.3533, -38.8204, 539.584, 0.106376, -0.22383, 0.0107133
127, 4.2, 0.965872, 1, 77.5461, -38.8073, 539.308, 0.110763, -0.231005, 0.0115213
128, 4.23333, 0.962983, 1, 76.9112, -39.0509, 539.477, 0.117856, -0.231717, 0.0101599
129, 4.26667, 0.96544, 1, 76.2582, -39.4848, 540.068, 0.11854, -0.224126, 0.00979431
130, 4.3, 0.919346, 1, 75.9823, -40.9335, 542.601, 0.146548, -0.200661, -0.00112916
131, 4.33333, 0.793248, 1, 68.3444, -39.6836, 519.915, 0.248378, -0.092603, -0.024941
132, 4.36667, 0.89236, 1, 68.7882, -42.3799, 528.842, 0.146492, -0.132357, 0.00730171
133, 4.4, 0.945526, 1, 67.9344, -44.485, 538.553, 0.115374, -0.18384, 0.00460141
134, 4.43333, 0.969174, 1, 68.8427, -47.7875, 542.852, 0.0883103, -0.18489, 0.00364968
135, 4.46667, 0.928656, 1, 66.6927, -51.7498, 542.132, 0.0941599, -0.160959, -0.0082498
136, 4.5, 0.976596, 1, 65.8899, -53.3228, 542.498, 0.119184, -0.185146, 0.00656451
137, 4.53333, 0.974722, 1, 65.7902, -53.2765, 540.903, 0.115134, -0.170756, -0.00475044
138, 4.56667, 0.971514, 1, 66.4123, -54.4902, 544.309, 0.114382, -0.182404, -0.00753545
139, 4.6, 0.972378, 1, 67.4168, -55.5847, 546.821, 0.120271, -0.192609, -0.00159952
140, 4.63333, 0.974063, 1, 68.3317, -56.2756, 547.169, 0.107812, -0.204984, -0.00416075
141, 4.66667, 0.975825, 1, 69.5951, -57.178, 548.957, 0.107116, -0.211597, -0.000192265
142, 4.7, 0.978123, 1, 69.9923, -57.3387, 548.646, 0.0905617, -0.203116, -0.00527958
143, 4.73333, 0.961044, 1, 70.3614, -57.4036, 549.647, 0.0450511, -0.204636, 0.00517305
144, 4.76667, 0.954341, 1, 70.3324, -55.7269, 562.044, -0.00843787, -0.194139, 0.00315758
145, 4.8, 0.96554, 1, 70.4212, -54.8876, 564.174, -0.0169029, -0.180368, 0.02858
146, 4.83333, 0.954501, 1, 68.5438, -56.1705, 554.994, 0.0241189, -0.18861, 0.0285375
147, 4.86667, 0.977105, 1, 66.8245, -56.3902, 544.192, 0.053595, -0.200988, 0.00337225
148, 4.9, 0.978602, 1, 66.3561, -57.1176, 546.824, 0.104307, -0.207727, -0.00570378
149, 4.93333, 0.979473, 1, 65.7318, -57.3646, 549.234, 0.11572, -0.194045, -0.0120625
150, 4.96667, 0.976166, 1, 65.3394, -57.5931, 550.363, 0.12552, -0.189035, -0.0142783
151, 5, 0.977391, 1, 65.0524, -57.4796, 549.291, 0.129108, -0.182397, -0.0184086
152, 5.03333, 0.974873, 1, 65.6998, -57.5706, 549.684, 0.126106, -0.184784, -0.0191922
153, 5.06667, 0.974345, 1, 66.6953, -57.644, 548.278, 0.119061, -0.191161, -0.0187767
154, 5.1, 0.976305, 1, 68.4183, -57.9089, 547.764, 0.113231, -0.206176, -0.0153825
155, 5.13333, 0.979484, 1, 70.604, -58.1784, 547.62, 0.111467, -0.223747, -0.0097081
156, 5.16667, 0.949648, 1, 73.3535, -57.8722, 560.898, 0.0778368, -0.208305, -0.00433683
157, 5.2, 0.626957, 0, 72.0837, -56.1034, 558.378, -0.0240854, -0.238036, -0.067691
158, 5.23333, 0.591717, 0, 86.1966, -64.9333, 570.648, -0.152549, -0.34161, -0.0231862
159, 5.26667, 0.758354, 1, 98.3584, -79.8978, 623.44, -0.00314039, -0.233452, -0.0216617
160, 5.3, 0.830932, 1, 94.7405, -79.632, 617.426, 0.0616226, -0.233476, -0.0150137
161, 5.33333, 0.821852, 1, 94.5152, -79.8502, 618.988, 0.0648044, -0.258349, -0.00570756
162, 5.36667, 0.835656, 1, 93.7346, -80.0409, 620.052, 0.0629369, -0.254936, 0.00323112
163, 5.4, 0.83562, 1, 92.5549, -80.2218, 621.204, 0.0594212, -0.242555, 0.00768727
164, 5.43333, 0.832648, 1, 91.1769, -80.0863, 620.052, 0.0489088, -0.243648, 0.0080419
165, 5.46667, 0.837549, 1, 89.9114, -80.4456, 622.147, 0.0431852, -0.239597, 0.00734999
166, 5.5, 0.84039, 1, 87.9563, -80.4868, 621.63, 0.0279315, -0.233985, 0.00261254
167, 5.53333, 0.829254, 1, 85.7124, -80.0684, 618.353, 0.025775, -0.232392, -0.00208288
168, 5.56667, 0.837796, 1, 83.58, -79.6443, 615.884, 0.018974, -0.228576, -0.00582145
169, 5.6, 0.841066, 1, 81.8521, -79.9211, 617.343, 0.0138836, -0.218658, -0.0101571
170, 5.63333, 0.836427, 1, 80.1174, -79.0695, 613.736, 0.0074022, -0.219436, -0.0149811
171, 5.66667, 0.835336, 1, 78.794, -78.5057, 613.954, 0.00517375, -0.211325, -0.015181
172, 5.7, 0.837182, 1, 78.0668, -77.8966, 613.809, 0.00551964, -0.210671, -0.0190219
173, 5.73333, 0.833874, 1, 77.184, -76.9347, 610.961, 0.00191131, -0.212157, -0.0231209
174, 5.76667, 0.831232, 1, 76.954, -76.2568, 609.773, 0.00234847, -0.211553, -0.0297215
175, 5.8, 0.839436, 1, 77.1657, -75.7479, 610, 0.00183056, -0.207545, -0.0332606
176, 5.83333, 0.841636, 1, 76.7409, -74.9538, 607.356, -0.000343752, -0.209733, -0.0363728
177, 5.86667, 0.822474, 1, 76.4353, -74.3015, 604.883, -0.0133516, -0.208598, -0.0386442
178, 5.9, 0.828391, 1, 75.1517, -72.747, 594.262, -0.042534, -0.20707, -0.0473738
179, 5.93333, 0.818441, 1, 74.4572, -71.8087, 586.479, -0.068093, -0.208463, -0.0505221
180, 5.96667, 0.826237, 1, 73.0247, -69.6537, 573.213, -0.074814, -0.210665, -0.0472464
181, 6, 0.832055, 1, 72.5415, -68.124, 564.037, -0.0822379, -0.205459, -0.051186
182, 6.03333, 0.832462, 1, 72.5144, -67.6181, 559.732, -0.0821773, -0.203093, -0.0552841
183, 6.06667, 0.832025, 1, 72.7781, -67.6422, 559.795, -0.0753977, -0.198233, -0.0540331
184, 6.1, 0.837937, 1, 72.9533, -67.5227, 559.281, -0.0765151, -0.195585, -0.05283
185, 6.13333, 0.840635, 1, 73.1882, -67.5687, 559.965, -0.0812207, -0.19164, -0.052052
186, 6.16667, 0.830958, 1, 73.0818, -67.3134, 558.76, -0.0868459, -0.189199, -0.0534902
187, 6.2, 0.841384, 1, 72.5915, -66.5188, 555.924, -0.070343, -0.172549, -0.0515219
188, 6.23333, 0.850381, 1, 72.492, -65.9825, 555.399, -0.0818417, -0.166784, -0.0536809
189, 6.26667, 0.774999, 1, 72.4859, -65.8982, 558.46, -0.0952945, -0.14682, -0.0428377
190, 6.3, 0.7547, 1, 71.5028, -65.4883, 559.133, -0.0922163, -0.140004, -0.0165984
191, 6.33333, 0.765404, 1, 71.529, -65.0189, 560.324, -0.0775492, -0.145634, 0.00262055
192, 6.36667, 0.78015, 1, 71.7369, -64.2504, 559.919, -0.0704912, -0.150466, 0.0158619
193, 6.4, 0.887505, 1, 71.967, -63.5796, 559.001, -0.0653434, -0.155551, 0.0254191
194, 6.43333, 0.72942, 1, 73.686, -63.0883, 556.257, -0.0713243, -0.159573, -0.0123891
195, 6.46667, 0.776665, 1, 73.6026, -63.2734, 558.461, -0.0831587, -0.146383, 0.01003
196, 6.5, 0.802795, 1, 74.2698, -63.5909, 558.398, -0.0856504, -0.154822, 0.0266474
197, 6.53333, 0.89552, 1, 75.5553, -64.0043, 557.641, -0.0986857, -0.183642, 0.0226932
198, 6.56667, 0.856832, 1, 76.5051, -63.9534, 556.432, -0.0901894, -0.178845, -0.0036216
199, 6.6, 0.858364, 1, 77.0647, -64.1795, 554.332, -0.101404, -0.181436, -0.018612
200, 6.63333, 0.862371, 1, 78.0199, -65.2976, 553.022, -0.106892, -0.185435, -0.0302019
201, 6.66667, 0.852769, 1, 78.3291, -66.2712, 553.864, -0.111401, -0.177845, -0.0385105
202, 6.7, 0.845356, 1, 78.4716, -67.2539, 554.188, -0.119721, -0.170058, -0.0421627
203, 6.73333, 0.841501, 1, 78.7679, -68.0599, 554.469, -0.123287, -0.166227, -0.0484448
204, 6.76667, 0.744033, 1, 78.959, -69.3292, 558.617, -0.132514, -0.141083, -0.0389887
205, 6.8, 0.790567, 1, 78.7118, -70.7976, 560.589, -0.130251, -0.13385, -0.0119059
206, 6.83333, 0.822629, 1, 79.1471, -72.1086, 560.29, -0.131029, -0.141554, 0.00486921
207, 6.86667, 0.846824, 1, 79.7402, -73.0494, 560.857, -0.128761, -0.144786, 0.0205241
208, 6.9, 0.834266, 1, 80.383, -74.4093, 562.188, -0.136456, -0.150786, 0.0311935
209, 6.93333, 0.825741, 1, 80.9879, -75.8316, 563.322, -0.14109, -0.152233, 0.0377988
210, 6.96667, 0.827071, 1, 81.0164, -75.9103, 563.635, -0.140315, -0.15323, 0.0402069
211, 7, 0.821715, 1, 81.9309, -76.5675, 565.118, -0.150051, -0.157582, 0.04665
212, 7.03333, 0.91238, 1, 82.4451, -77.3673, 566.185, -0.165671, -0.162471, 0.0490066
213, 7.06667, 0.911261, 1, 82.655, -77.437, 560.415, -0.171969, -0.171268, 0.017044
214, 7.1, 0.844412, 1, 83.5642, -79.7198, 567.578, -0.192034, -0.149119, 0.0126815
215, 7.13333, 0.853054, 1, 83.5601, -81.1282, 569.422, -0.189411, -0.150141, 0.0263455
216, 7.16667, 0.862347, 1, 83.7176, -83.6622, 570.639, -0.210876, -0.149735, 0.0295893
217, 7.2, 0.888136, 1, 83.885, -85.3261, 571.951, -0.224362, -0.152469, 0.0309757
218, 7.23333, 0.887338, 1, 84.358, -86.8083, 572.026, -0.230859, -0.153188, 0.0349486
219, 7.26667, 0.894918, 1, 85.1079, -88.1639, 573.409, -0.231099, -0.156291, 0.040004
220, 7.3, 0.890153, 1, 85.6642, -88.9099, 574, -0.228668, -0.159784, 0.0458108
221, 7.33333, 0.890823, 1, 85.5385, -89.0831, 574.587, -0.225389, -0.161525, 0.0485509
222, 7.36667, 0.889281, 1, 85.5521, -89.1282, 574.726, -0.222959, -0.161677, 0.0496528
223, 7.4, 0.863925, 1, 84.7353, -89.1659, 574.251, -0.213656, -0.158874, 0.0546223
224, 7.43333, 0.883377, 1, 83.8202, -90.1192, 575.993, -0.226755, -0.164518, 0.0566511
225, 7.46667, 0.885166, 1, 82.1528, -91.3199, 574.855, -0.23121, -0.162618, 0.0570309
226, 7.5, 0.904864, 1, 80.2237, -92.9647, 574.403, -0.234052, -0.162564, 0.0524032
227, 7.53333, 0.889454, 1, 78.2542, -94.6847, 575.211, -0.241248, -0.157705, 0.0468215
228, 7.56667, 0.886647, 1, 76.3832, -95.5931, 574.901, -0.238968, -0.152408, 0.0412575
229, 7.6, 0.894895, 1, 74.8148, -96.0815, 575.596, -0.24616, -0.152966, 0.0376517
230, 7.63333, 0.886315, 1, 73.237, -95.534, 575.975, -0.245208, -0.152001, 0.0367304
231, 7.66667, 0.88485, 1, 70.3452, -92.6374, 578.562, -0.234698, -0.152186, 0.0312724
232, 7.7, 0.882779, 1, 69.0284, -90.8242, 578.229, -0.231885, -0.149953, 0.0275897
233, 7.73333, 0.877046, 1, 68.033, -89.7242, 578.405, -0.230871, -0.144154, 0.0261022
234, 7.76667, 0.876721, 1, 68.0515, -89.7218, 578.684, -0.238687, -0.145715, 0.0247752
235, 7.8, 0.876876, 1, 67.3137, -89.3428, 578.62, -0.242927, -0.14404, 0.0256885
236, 7.83333, 0.873283, 1, 66.7956, -89.7574, 578.968, -0.249851, -0.140097, 0.0277631
237, 7.86667, 0.881541, 1, 67.0778, -89.6282, 578.178, -0.263241, -0.143373, 0.0263812
238, 7.9, 0.874322, 1, 67.485, -89.3408, 579.449, -0.267723, -0.142064, 0.0270854
239, 7.93333, 0.882641, 1, 67.7857, -88.0474, 577.719, -0.252365, -0.142716, 0.0281358
240, 7.96667, 0.866535, 1, 68.0423, -86.8191, 577.76, -0.252973, -0.139466, 0.0274927
241, 8, 0.854255, 1, 68.2213, -84.9726, 575.63, -0.240827, -0.137506, 0.0265397
242, 8.03333, 0.851173, 1, 68.9885, -83.5953, 576.441, -0.241177, -0.134566, 0.0305513
243, 8.06667, 0.841444, 1, 69.6327, -82.4289, 575.52, -0.2314, -0.136916, 0.0328632
244, 8.1, 0.858346, 1, 70.7051, -81.1307, 576.324, -0.249593, -0.141921, 0.0383761
245, 8.13333, 0.863242, 1, 71.3269, -81.0411, 575.28, -0.248346, -0.141669, 0.0461062
246, 8.16667, 0.874255, 1, 72.4009, -81.8335, 574.77, -0.263466, -0.141596, 0.0498621
247, 8.2, 0.884879, 1, 73.0722, -81.9592, 574.507, -0.271537, -0.143801, 0.0535852
248, 8.23333, 0.881407, 1, 73.6326, -80.9983, 573.802, -0.26201, -0.146423, 0.0551878
249, 8.26667, 0.87697, 1, 74.2986, -79.8814, 573.605, -0.251825, -0.142589, 0.059041
250, 8.3, 0.872873, 1, 75.1708, -77.9285, 573.368, -0.247014, -0.143461, 0.060829
251, 8.33333, 0.867207, 1, 75.64, -75.8386, 570.192, -0.231883, -0.145732, 0.0626318
252, 8.36667, 0.876357, 1, 76.2432, -75.0056, 569.574, -0.237708, -0.147528, 0.061855
253, 8.4, 0.862264, 1, 76.8511, -73.966, 567.003, -0.225829, -0.150536, 0.0625287
254, 8.43333, 0.864215, 1, 77.2146, -72.8976, 565.173, -0.218111, -0.14975, 0.0627198
255, 8.46667, 0.858839, 1, 77.7187, -72.3785, 564.332, -0.213801, -0.149897, 0.0633218
256, 8.5, 0.858376, 1, 77.9998, -71.6597, 564.252, -0.211374, -0.152123, 0.0675706
257, 8.53333, 0.855968, 1, 78.1879, -70.5239, 563.76, -0.206287, -0.154804, 0.0709287
258, 8.56667, 0.916738, 1, 77.3057, -68.6513, 553.999, -0.182721, -0.170251, 0.0622201
259, 8.6, 0.874934, 1, 77.2874, -67.6195, 548.422, -0.157844, -0.161066, 0.0367283
260, 8.63333, 0.85734, 1, 78.1847, -68.4464, 559.387, -0.193501, -0.136016, 0.0375103
261, 8.66667, 0.835058, 1, 78.065, -68.0898, 561.344, -0.20936, -0.13239, 0.0339344
262, 8.7, 0.842512, 1, 77.3144, -67.4852, 558.962, -0.209312, -0.128396, 0.0303933
263, 8.73333, 0.830825, 1, 77.1972, -67.2094, 559.248, -0.217556, -0.127401, 0.0282499
264, 8.76667, 0.838528, 1, 77.0556, -67.3156, 559.708, -0.226951, -0.125227, 0.0284369
265, 8.8, 0.846453, 1, 76.6883, -67.4037, 558.741, -0.236368, -0.123721, 0.0284276
