frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU25_r, AU26_r, AU04_c, AU12_c, AU15_c, AU23_c, AU28_c, AU45_c
52, 1.7, 0.920864, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
53, 1.73333, 0.912604, 1, 0.728546, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1
54, 1.76667, 0.910937, 1, 1.21652, 0, 0, 0, 0, 0.862814, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1
55, 1.8, 0.914752, 1, 1.09306, 0, 0, 0, 0, 0.81207, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
56, 1.83333, 0.903746, 1, 0.870909, 0, 0, 0, 0, 0.592991, 0, 0, 0, 0, 0.515055, 0, 0, 0, 1, 0, 0, 0, 0, 1
57, 1.86667, 0.950829, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 1
58, 1.9, 0.916947, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.50696, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
59, 1.93333, 0.918927, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
60, 1.96667, 0.961404, 1, 0, 0, 0, 0, 0, 0.569885, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
61, 2, 0.913401, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
62, 2.03333, 0.928675, 1, 0, 0, 0, 0, 0, 0.51086, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
63, 2.06667, 0.930414, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.61891, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
64, 2.1, 0.937334, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.838388, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
65, 2.13333, 0.937003, 1, 0, 0, 0, 0, 0, 0.578798, 0, 0, 0, 0.598554, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
66, 2.16667, 0.938317, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.639623, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
67, 2.2, 0.939613, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.637177, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
68, 2.23333, 0.941634, 1, 0.585629, 0, 0, 0, 0, 0.554372, 0, 0, 0, 0.662316, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
69, 2.26667, 0.576756, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
70, 2.3, 0.0605642, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
71, 2.33333, 0.342951, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
72, 2.36667, 0.384544, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
73, 2.4, 0.288753, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
74, 2.43333, 0.376962, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
75, 2.46667, 0.24521, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
76, 2.5, 0.841774, 1, 1.15875, 0, 0, 0, 0, 0.996625, 0, 0, 0, 0, 0.542527, 0, 0, 0, 1, 0, 0, 1, 0, 0
77, 2.53333, 0.924208, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.630582, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
78, 2.56667, 0.929978, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.625493, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
79, 2.6, 0.930356, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.670292, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
80, 2.63333, 0.928422, 1, 1.62535, 0.636028, 0, 0, 0, 0, 0, 0, 0, 0.702903, 0, 0, 0, 0.503772, 0, 0, 0, 1, 0, 1
81, 2.66667, 0.88497, 1, 1.99416, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.59746, 0, 0, 0, 0, 0, 0, 0, 1
82, 2.7, 0.925399, 1, 0.660604, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.786775, 0, 0, 0, 0, 0, 0, 1
83, 2.73333, 0.893491, 1, 1.4823, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.542417, 0, 0, 0, 0, 0, 0, 0, 1
84, 2.76667, 0.924931, 1, 1.17082, 0, 0, 0, 0, 0, 0, 0, 0, 0.828724, 0, 1.69627, 0, 0, 0, 0, 0, 0, 0, 0
85, 2.8, 0.784064, 1, 2.19845, 0.903925, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.02004, 0, 0.751642, 0, 0, 0, 0, 0, 0
86, 2.83333, 0.921643, 1, 1.58456, 0.601704, 0, 0, 0, 0.910732, 0, 0, 0, 1.1681, 0, 0.559431, 0, 0, 0, 0, 0, 0, 0, 1
87, 2.86667, 0.936703, 1, 0.579568, 0, 0, 0, 0, 0, 0, 0, 0, 0.715891, 0.595149, 0, 0, 0, 0, 0, 0, 0, 0, 1
88, 2.9, 0.938326, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.855039, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
89, 2.93333, 0.935937, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.833464, 0.551139, 0, 0, 0, 0, 0, 0, 0, 0, 1
90, 2.96667, 0.963534, 1, 0.540447, 0, 0, 0, 0, 0.528422, 0, 0, 0, 0.614624, 0.543741, 0, 0, 0, 0, 0, 0, 0, 0, 1
91, 3, 0.94275, 1, 0, 0, 0, 0, 0, 0.514409, 0, 0, 0, 0.609283, 0.506767, 0.55077, 0, 0, 0, 0, 0, 0, 0, 1
92, 3.03333, 0.965792, 1, 0.769355, 0, 0, 0, 0, 0, 0, 0, 0, 0.608304, 0.570478, 0.670083, 0.638914, 0, 0, 0, 0, 0, 0, 1
93, 3.06667, 0.933932, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.866054, 0, 0, 0, 1, 0, 0, 0, 0, 0
94, 3.1, 0.742555, 1, 0.571226, 0, 0, 0, 0, 0, 0, 0, 0, 0.578626, 0.893631, 1.85273, 0.673389, 0, 0, 0, 0, 0, 0, 1
95, 3.13333, 0.898866, 1, 0, 0, 0.791754, 0, 0, 0, 0, 0, 1.11782, 0, 1.62365, 1.67618, 3.24355, 0.517574, 1, 0, 0, 0, 0, 1
96, 3.16667, 0.774996, 1, 2.3702, 0, 1.85638, 0, 0, 0, 0, 0, 0, 0, 0.914129, 2.01453, 0.897856, 0, 1, 0, 0, 0, 0, 1
97, 3.2, 0.918332, 1, 0, 0, 0, 0.615991, 0, 0, 0, 0, 0, 0, 0.813113, 2.02732, 1.33643, 0.590342, 0, 0, 0, 1, 0, 1
98, 3.23333, 0.906353, 1, 0.742045, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
99, 3.26667, 0.941101, 1, 0.660141, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.567845, 0.830323, 0, 0, 1, 0, 0, 0, 0, 1
100, 3.3, 0.942506, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.6576, 0, 0, 0, 0, 0, 0, 0, 0, 1
101, 3.33333, 0.938197, 1, 0.535671, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.770166, 0, 0, 0, 0, 0, 0, 0, 0, 1
102, 3.36667, 0.971302, 1, 0.592946, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.696245, 0.507477, 0, 0, 0, 0, 0, 0, 0, 1
103, 3.4, 0.936497, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.538775, 0.717341, 0, 0, 0, 0, 0, 0, 0, 1
104, 3.43333, 0.934711, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.578782, 0, 0, 0, 0, 0, 0, 0, 0, 1
105, 3.46667, 0.963686, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.607468, 0.56136, 0, 0, 0, 0, 0, 0, 0, 1
106, 3.5, 0.926744, 1, 0.686851, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.519769, 0.580647, 0, 0, 0, 0, 0, 0, 0, 1
107, 3.53333, 0.963509, 1, 0.947856, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
108, 3.56667, 0.96609, 1, 0.939829, 0, 0, 0, 0, 0.509477, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
109, 3.6, 0.966976, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.516386, 0, 0, 0, 1, 0, 0, 0, 0, 1
110, 3.63333, 0.963863, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 1
111, 3.66667, 0.963562, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.604525, 0, 0, 1, 0, 0, 0, 0, 1
112, 3.7, 0.962308, 1, 0.524521, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.733698, 0, 0, 1, 0, 0, 0, 0, 1
113, 3.73333, 0.962828, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.670743, 0, 0, 1, 0, 0, 0, 0, 1
114, 3.76667, 0.958011, 1, 0.646533, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.55442, 0.770623, 0, 0, 1, 0, 0, 0, 0, 1
115, 3.8, 0.958317, 1, 0.767505, 0, 0.621305, 0, 0, 0, 0, 0, 0, 0, 0, 0.925192, 0.530833, 0, 1, 0, 0, 0, 0, 1
116, 3.83333, 0.95836, 1, 0.953688, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.795164, 0.910967, 0, 1, 0, 0, 0, 0, 1
117, 3.86667, 0.958074, 1, 0.986415, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.932075, 1.3354, 0, 1, 0, 0, 0, 0, 1
118, 3.9, 0.962422, 1, 0.802148, 0, 0.718238, 0, 0, 0, 0, 0, 0, 0, 0, 0.854411, 0.893683, 0, 1, 0, 0, 0, 0, 1
119, 3.93333, 0.927957, 1, 1.31671, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.673087, 1.07467, 0.812412, 0.665569, 1, 0, 0, 0, 0, 1
120, 3.96667, 0.946906, 1, 1.65419, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.506, 1.08656, 0, 1, 0, 0, 0, 0, 0
121, 4, 0.965606, 1, 0.887781, 0, 0, 0, 0, 0, 0, 0, 0.556507, 0, 0, 1.11166, 1.14194, 0, 1, 0, 0, 0, 0, 1
122, 4.03333, 0.962591, 1, 0.761034, 0, 0.559242, 0, 0, 0, 0, 0, 0, 0, 0, 0.969312, 0.824938, 0, 1, 0, 0, 0, 0, 1
123, 4.06667, 0.962062, 1, 0.762104, 0, 0.615242, 0.545479, 0, 0, 0, 0, 0.567386, 0, 0, 1.26868, 0, 0, 1, 0, 0, 0, 0, 1
124, 4.1, 0.95922, 1, 0.553364, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.03246, 0, 0, 1, 0, 0, 0, 0, 1
125, 4.13333, 0.960777, 1, 0, 0, 0.521541, 0, 0, 0, 0, 0, 0, 0, 0, 1.05947, 0, 0, 1, 0, 0, 0, 0, 1
126, 4.16667, 0.963487, 1, 0, 0, 0.501234, 0, 0, 0, 0, 0, 0, 0, 0, 0.839895, 0, 0, 1, 0, 0, 0, 0, 1
127, 4.2, 0.965872, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.792565, 0, 0, 1, 0, 0, 0, 0, 1
128, 4.23333, 0.962983, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.717301, 0, 0, 1, 0, 0, 0, 0, 1
129, 4.26667, 0.96544, 1, 0, 0, 0.525115, 0, 0, 0, 0, 0, 0, 0, 0.534099, 0.583849, 0, 0, 1, 0, 0, 0, 0, 1
130, 4.3, 0.919346, 1, 0, 0, 0.800346, 0, 0, 0.718085, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0
131, 4.33333, 0.793248, 1, 2.64274, 0.784398, 3.39047, 1.21128, 0, 0, 0, 0, 0, 0, 0, 0.838868, 1.09601, 0, 1, 0, 0, 0, 0, 0
132, 4.36667, 0.89236, 1, 1.64736, 0, 2.11208, 0, 0, 0, 0, 0, 0, 0, 0, 0.682256, 0, 0, 1, 0, 0, 1, 0, 1
133, 4.4, 0.945526, 1, 0, 0, 1.15324, 1.51195, 0, 0.503984, 0, 0, 0, 0, 0, 0.676041, 0, 0, 1, 0, 1, 1, 0, 1
134, 4.43333, 0.969174, 1, 0, 0, 0.720506, 0, 0, 0.5519, 0, 0, 0, 0, 0, 0.937532, 0, 0, 1, 0, 0, 0, 0, 0
135, 4.46667, 0.928656, 1, 0, 0, 0.531421, 0, 0, 0, 0, 0, 0, 0, 0, 1.06533, 0.61807, 0, 1, 0, 0, 0, 0, 0
136, 4.5, 0.976596, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.890564, 0, 0, 1, 0, 0, 0, 0, 0
137, 4.53333, 0.974722, 1, 0, 0, 0.51262, 0, 0, 0, 0, 0, 0, 0, 0, 1.03254, 0, 0, 1, 0, 0, 0, 0, 0
138, 4.56667, 0.971514, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.24821, 0, 0, 1, 0, 0, 0, 0, 0
139, 4.6, 0.972378, 1, 0, 0, 0.505084, 0, 0, 0, 0, 0, 0, 0, 0, 1.02043, 0, 0, 1, 0, 0, 0, 0, 0
140, 4.63333, 0.974063, 1, 0, 0, 0.550809, 0, 0, 0, 0, 0, 0, 0, 0, 1.02528, 0, 0, 1, 0, 0, 0, 0, 0
141, 4.66667, 0.975825, 1, 0.749722, 0, 0.661224, 0, 0, 0, 0, 0, 0, 0, 0, 1.04871, 0.532644, 0, 1, 0, 0, 0, 0, 0
142, 4.7, 0.978123, 1, 0.873818, 0, 1.45051, 0, 0, 0.5961, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
143, 4.73333, 0.961044, 1, 0, 0, 0, 0, 0.523903, 0, 0.675301, 0, 0.623163, 0, 0, 1.22358, 0, 0, 0, 0, 0, 0, 0, 0
144, 4.76667, 0.954341, 1, 0, 0, 0.535527, 0, 0.504593, 0.693217, 0.731187, 0, 1.14281, 0, 0, 0.998996, 0, 0, 1, 0, 0, 1, 0, 0
145, 4.8, 0.96554, 1, 0, 0, 0.54225, 0, 0, 0, 0.643953, 0, 1.13235, 0, 0, 1.49238, 0, 0, 1, 1, 0, 1, 0, 0
146, 4.83333, 0.954501, 1, 0, 0, 0.501212, 0, 0, 0, 0, 0, 0, 0, 0, 1.41314, 0, 0, 1, 0, 1, 0, 0, 0
147, 4.86667, 0.977105, 1, 0, 0, 1.7019, 0, 0, 0, 0, 0, 0, 0.536871, 0, 0.703204, 0, 0, 1, 0, 1, 1, 0, 0
148, 4.9, 0.978602, 1, 0, 0, 0.536138, 0, 0, 0, 0, 0, 0, 0, 0, 0.645856, 0, 0, 1, 0, 0, 0, 0, 0
149, 4.93333, 0.979473, 1, 0, 0, 0.64582, 0, 0, 0, 0, 0, 0, 0, 0, 0.690263, 0, 0, 1, 0, 0, 0, 0, 0
150, 4.96667, 0.976166, 1, 0, 0, 0.776089, 0.596841, 0, 0, 0, 0, 0, 0, 0, 0.516227, 0, 0, 1, 0, 0, 0, 0, 0
151, 5, 0.977391, 1, 0, 0, 0.647484, 0.609892, 0, 0.517036, 0.516468, 0, 0, 0, 0, 0.666153, 0, 0, 1, 0, 0, 0, 0, 0
152, 5.03333, 0.974873, 1, 0, 0, 0.618603, 0.589935, 0, 0, 0, 0, 0, 0, 0, 0.546398, 0, 0, 1, 0, 0, 0, 0, 0
153, 5.06667, 0.974345, 1, 0, 0, 0.761828, 0.618798, 0, 0.597315, 0, 0, 0.570042, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
154, 5.1, 0.976305, 1, 0, 0, 0.693004, 0.605309, 0, 0, 0.500971, 0, 0, 0, 0, 0.874424, 0, 0, 1, 0, 0, 0, 0, 0
155, 5.13333, 0.979484, 1, 0, 0, 0.767736, 0, 0, 0, 0, 0, 0, 0, 0, 0.892168, 0, 0, 1, 0, 0, 0, 0, 0
156, 5.16667, 0.949648, 1, 0, 0, 2.31066, 0, 0, 0.57092, 0.75116, 0, 0.910552, 0, 0, 0.933355, 0, 0, 1, 0, 1, 1, 0, 0
157, 5.2, 0.626957, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
158, 5.23333, 0.591717, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -100, -100, -100, -100, -100, -100
159, 5.26667, 0.758354, 1, 3.51132, 1.92197, 0, 0, 0.842061, 0, 0.953899, 0.925842, 0, 0, 0.810716, 0, 0, 0, 0, 1, 0, 1, 0, 0
160, 5.3, 0.830932, 1, 2.17899, 0, 0.609719, 0, 0.650762, 0.646305, 1.13281, 0, 0, 0.783643, 0, 0.933365, 0, 0, 0, 0, 0, 0, 0, 0
161, 5.33333, 0.821852, 1, 1.62131, 0, 0.897369, 0, 0, 0, 0.995171, 0, 0, 0.561007, 0.709246, 1.2587, 0, 0, 1, 0, 0, 0, 0, 0
162, 5.36667, 0.835656, 1, 1.58721, 0, 0.562802, 0, 0, 0, 0.991138, 0, 0, 0, 0.759623, 1.07629, 0, 0, 1, 0, 0, 0, 0, 0
163, 5.4, 0.83562, 1, 1.5865, 0, 1.08654, 0, 0, 0, 0.858062, 0, 0, 0, 0.641949, 1.32489, 0, 0, 1, 0, 0, 1, 0, 0
164, 5.43333, 0.832648, 1, 1.71213, 0, 0.637823, 0, 0, 0, 0.883308, 0, 0, 0, 0.615527, 1.23227, 0, 0, 0, 0, 0, 0, 0, 0
165, 5.46667, 0.837549, 1, 1.65364, 0, 0, 0, 0, 0, 0.941293, 0, 0, 0.635053, 0.622181, 1.09382, 0, 0, 1, 0, 0, 0, 0, 0
166, 5.5, 0.84039, 1, 1.71176, 0, 0.536686, 0, 0, 0, 0.935075, 0, 0, 0.703069, 0.679616, 1.41033, 0, 0, 1, 0, 0, 1, 0, 0
167, 5.53333, 0.829254, 1, 1.58352, 0, 0, 0, 0, 0, 0.9058, 0, 0, 0.616709, 0.551834, 1.09601, 0, 0, 1, 0, 0, 1, 0, 0
