frame, timestamp, confidence, success, AU01_r, AU02_r, AU04_r, AU05_r, AU06_r, AU09_r, AU10_r, AU12_r, AU14_r, AU15_r, AU17_r, AU20_r, AU25_r, AU26_r, AU04_c, AU12_c, AU15_c, AU23_c, AU28_c, AU45_c
19, 0.6, 0.94984, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.568881, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
20, 0.633333, 0.950915, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.617444, 0.520602, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
21, 0.666667, 0.950736, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.61601, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
22, 0.7, 0.952788, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.682651, 0.589218, 0, 0.740009, 0, 0, 0, 0, 0, 0, 0, 0
23, 0.733333, 0.948698, 1, 0, 0, 0, 0.503201, 0, 0, 0, 0, 0.519694, 0.779941, 0, 0, 0.670797, 0, 0, 0, 0, 0, 0, 0
24, 0.766667, 0.948429, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.538171, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
25, 0.8, 0.954128, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
26, 0.833333, 0.953225, 1, 0, 0, 0, 0.514801, 0, 0, 0, 0, 0.501119, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
27, 0.866667, 0.949294, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.520114, 0, 0, 0, 0, 0, 0, 0, 0
28, 0.9, 0.949234, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.530808, 0, 0, 0, 0, 0, 0, 0, 0
29, 0.933333, 0.953033, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
30, 0.966667, 0.950613, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
31, 1, 0.957741, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0.595982, 0.544391, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
32, 1.03333, 0.955631, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.841491, 0, 0, 0.844823, 0, 1, 0, 0, 0, 0, 0
33, 1.06667, 0.954571, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.757268, 0, 0, 0.909367, 0, 0, 0, 0, 0, 0, 0
34, 1.1, 0.936847, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.770985, 0, 0.541233, 0.964519, 0, 0, 0, 0, 0, 0, 1
35, 1.13333, 0.944381, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.630597, 0, 0, 0.732326, 0, 0, 0, 0, 0, 0, 1
36, 1.16667, 0.93472, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.7934, 0, 0.771502, 0.957022, 0, 0, 0, 0, 0, 0, 1
37, 1.2, 0.944517, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.97232, 0, 0.816294, 1.23282, 0, 0, 0, 0, 0, 0, 1
38, 1.23333, 0.942934, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.832238, 0, 0.855956, 0, 0, 0, 0, 0, 0, 0, 1
39, 1.26667, 0.947226, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.505393, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
40, 1.3, 0.954963, 1, 0, 0, 0, 0, 0, 0.516675, 0, 0, 0, 0.723552, 0, 0.964471, 0, 0, 0, 0, 0, 1, 0, 1
41, 1.33333, 0.953151, 1, 0.746602, 0, 0, 0, 0, 0.586016, 0, 0, 0, 0.609551, 0, 0.711673, 0, 0, 0, 0, 0, 1, 0, 1
42, 1.36667, 0.953524, 1, 0.586844, 0, 0, 0, 0, 0.624116, 0, 0, 0, 0.528305, 0, 0.93493, 0, 0, 0, 0, 0, 0, 0, 1
43, 1.4, 0.954817, 1, 0.649613, 0, 0, 0, 0, 0.511355, 0, 0, 0, 0.712833, 0, 0.616415, 0, 0, 0, 0, 0, 1, 0, 1
44, 1.43333, 0.952226, 1, 0.571387, 0, 0, 0, 0, 0.647189, 0, 0, 0, 0, 0, 1.31436, 0.878407, 0, 0, 0, 0, 0, 0, 1
45, 1.46667, 0.952433, 1, 0.558462, 0, 0, 0, 0, 0.596928, 0, 0, 0, 0, 0, 1.24705, 0, 0, 0, 0, 0, 0, 0, 1
46, 1.5, 0.95254, 1, 0.786815, 0, 0, 0, 0, 0.677952, 0, 0, 0, 0, 0, 0.955089, 0.520689, 0, 0, 0, 0, 0, 0, 1
47, 1.53333, 0.955993, 1, 0.728957, 0, 0, 0, 0, 0, 0, 0, 0, 0.602063, 0.565323, 0.89479, 1.28409, 0, 0, 0, 0, 1, 0, 1
48, 1.56667, 0.950884, 1, 0.590616, 0, 0, 0, 0, 0.557669, 0, 0, 0, 0.796068, 0, 0.691028, 0.532345, 0, 0, 0, 0, 1, 0, 1
49, 1.6, 0.952664, 1, 0.81056, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06141, 0, 0, 0, 0, 0, 1, 0, 1
50, 1.63333, 0.954969, 1, 0.603679, 0, 0, 0, 0, 0.701677, 0, 0, 0, 0, 0.529885, 0, 0, 0, 0, 0, 0, 0, 0, 1
51, 1.66667, 0.950245, 1, 0.643439, 0, 0, 0, 0, 0.712723, 0, 0, 0, 0, 0.538041, 1.22275, 0, 0, 0, 0, 0, 0, 0, 1
52, 1.7, 0.951248, 1, 0.607009, 0, 0, 0, 0, 0.852428, 0, 0, 0, 0, 0.588595, 1.11973, 0, 0, 0, 0, 0, 0, 0, 1
53, 1.73333, 0.950439, 1, 0.509825, 0, 0, 0, 0, 0.60365, 0, 0, 0, 0, 0, 0.818789, 0, 0, 0, 0, 0, 0, 0, 1
54, 1.76667, 0.946904, 1, 0.754663, 0, 0, 0, 0, 0.661832, 0, 0, 0, 0, 0, 0.665569, 0, 0, 1, 0, 0, 0, 0, 1
55, 1.8, 0.951711, 1, 0.719976, 0, 0, 0, 0, 0.536284, 0, 0, 0, 0.690691, 0.599897, 0, 0, 0, 0, 0, 0, 0, 0, 1
56, 1.83333, 0.949897, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.504916, 0, 0.548189, 0.550461, 0, 0, 0, 0, 0, 0, 1
57, 1.86667, 0.949764, 1, 0.646072, 0, 0, 0, 0, 0, 0, 0, 0, 0.554279, 0.531319, 0, 0, 0, 0, 0, 0, 0, 0, 1
58, 1.9, 0.95354, 1, 0.54085, 0, 0, 0, 0, 0.585038, 0, 0, 0, 0.878757, 0, 0.527852, 0, 0, 0, 0, 0, 0, 0, 1
59, 1.93333, 0.948205, 1, 0.574676, 0, 0, 0, 0, 0.613863, 0, 0, 0, 0.529905, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
60, 1.96667, 0.953193, 1, 0.69359, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
61, 2, 0.9537, 1, 0.574876, 0, 0, 0, 0, 0, 0, 0, 0, 0.630977, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
62, 2.03333, 0.95184, 1, 0.66989, 0, 0, 0, 0, 0.782033, 0, 0, 0, 0, 0, 0.733102, 0, 0, 1, 0, 0, 0, 0, 1
63, 2.06667, 0.952763, 1, 0.724651, 0, 0, 0, 0, 0.734418, 0, 0, 0, 0, 0, 0.711919, 0, 0, 0, 0, 0, 0, 0, 1
64, 2.1, 0.950427, 1, 0.620748, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.530368, 0, 0, 0, 0, 0, 0, 0, 1
65, 2.13333, 0.943669, 1, 0, 0, 0, 0, 0, 0.584948, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
66, 2.16667, 0.948356, 1, 0.536947, 0, 0, 0, 0, 0, 0, 0, 0, 0.543021, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
67, 2.2, 0.946729, 1, 0, 0, 0, 0, 0, 0.517721, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
68, 2.23333, 0.952743, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.515927, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
69, 2.26667, 0.945437, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.59024, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0
70, 2.3, 0.932196, 1, 0, 0.606233, 0, 0, 0, 0, 0, 0, 0, 0.618061, 0.523147, 0, 0, 0, 0, 0, 0, 0, 0, 1
71, 2.33333, 0.93645, 1, 0, 0.520722, 0, 0.579225, 0, 0.501171, 0, 0, 0, 0.703295, 0.67634, 0, 0.667896, 0, 0, 0, 0, 0, 0, 1
72, 2.36667, 0.925597, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.64118, 0.628956, 0, 0, 0, 0, 0, 0, 0, 0, 1
73, 2.4, 0.932126, 1, 0, 0, 0, 0, 0, 0.513406, 0, 0, 0, 0, 0, 0, 0.729748, 0, 0, 0, 0, 0, 0, 1
74, 2.43333, 0.954393, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
75, 2.46667, 0.949847, 1, 0, 0, 0, 0, 0, 0.720182, 0, 0, 0, 0, 0, 0.598404, 0, 0, 1, 0, 0, 0, 0, 0
76, 2.5, 0.949377, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.607966, 0, 0, 0, 0, 0, 0, 0, 0
77, 2.53333, 0.954231, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.634704, 0, 0, 1, 0, 0, 0, 0, 0
78, 2.56667, 0.947223, 1, 0, 0, 0, 0, 0, 0.664322, 0, 0, 0, 0, 0, 0.562354, 0, 0, 1, 0, 0, 0, 0, 1
79, 2.6, 0.947887, 1, 0, 0, 0, 0, 0, 0.765974, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
80, 2.63333, 0.941591, 1, 0, 0, 0, 0, 0, 0.787581, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
81, 2.66667, 0.945322, 1, 0, 0, 0, 0, 0, 0.6234, 0, 0, 0, 0, 0, 0.502892, 0, 0, 0, 0, 0, 0, 0, 0
82, 2.7, 0.939869, 1, 0, 0, 0, 0, 0, 0.722967, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
83, 2.73333, 0.944899, 1, 0, 0, 0, 0, 0, 0.719379, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
84, 2.76667, 0.946468, 1, 0, 0, 0, 0, 0, 0.902347, 0, 0, 0, 0, 0, 0.514531, 0, 0, 1, 0, 0, 0, 0, 1
85, 2.8, 0.948034, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
86, 2.83333, 0.945817, 1, 0, 0, 0, 0, 0, 0.72898, 0, 0, 0, 0, 0, 0.649424, 0, 0, 0, 0, 0, 0, 0, 1
87, 2.86667, 0.950304, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.516864, 0, 0, 0, 0, 0, 0, 0, 0
88, 2.9, 0.946974, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.561886, 0, 0, 0, 0, 0, 0, 0, 0
89, 2.93333, 0.947676, 1, 0, 0, 0, 0, 0, 0.605039, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0
90, 2.96667, 0.940194, 1, 0, 0, 0, 0, 0, 0.600201, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
91, 3, 0.940564, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
92, 3.03333, 0.941802, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
93, 3.06667, 0.942017, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
94, 3.1, 0.931245, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
95, 3.13333, 0.941417, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
96, 3.16667, 0.947728, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
97, 3.2, 0.956055, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0
98, 3.23333, 0.957009, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.860862, 0, 0, 0, 0, 0, 1, 0, 0
99, 3.26667, 0.955418, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.790132, 0, 0, 0, 0, 0, 0, 0, 0
100, 3.3, 0.952537, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.661102, 0, 0, 0, 0, 0, 0, 0, 0
101, 3.33333, 0.940641, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.719587, 0, 0, 0, 0, 0, 1, 0, 1
102, 3.36667, 0.942528, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.924211, 0, 0, 0, 0, 0, 1, 0, 1
103, 3.4, 0.941628, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.0158, 0, 0, 0, 0, 0, 1, 0, 1
104, 3.43333, 0.940393, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.869234, 0, 0, 0, 0, 0, 1, 0, 1
105, 3.46667, 0.940994, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.637432, 0, 0, 0, 0, 0, 1, 0, 0
106, 3.5, 0.940406, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.873738, 0, 0, 0, 0, 0, 1, 0, 0
107, 3.53333, 0.942641, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.770405, 0.589036, 0, 0, 0, 0, 1, 0, 0
108, 3.56667, 0.945915, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0
109, 3.6, 0.946145, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.660023, 1.04501, 0, 0, 1, 0, 1, 0, 0
110, 3.63333, 0.938157, 1, 0.502264, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.636566, 0, 0, 0, 0, 0, 0, 0, 1
111, 3.66667, 0.917144, 1, 0.895387, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1
112, 3.7, 0.915143, 1, 0, 0, 0, 0, 0, 0.761597, 0, 0, 0, 0, 0, 0, 0.572639, 0, 0, 0, 0, 0, 0, 1
113, 3.73333, 0.93738, 1, 0, 0, 0, 0, 0, 0.877875, 0, 0, 0, 0, 0, 0, 1.1169, 0, 0, 0, 0, 0, 0, 1
114, 3.76667, 0.949443, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.06812, 0, 0, 0, 0, 0, 0, 0
115, 3.8, 0.944102, 1, 0, 0.592738, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.07726, 0, 0, 0, 0, 0, 0, 0
116, 3.83333, 0.936264, 1, 0, 0.72828, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.49532, 0, 0, 0, 0, 0, 0, 0
117, 3.86667, 0.935102, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.42676, 0, 0, 0, 0, 0, 0, 0
118, 3.9, 0.934554, 1, 0, 0, 0, 0, 0, 0.571425, 0, 0, 0, 0, 0, 0, 2.15754, 0, 0, 0, 0, 0, 0, 0
119, 3.93333, 0.940417, 1, 0.745731, 1.34648, 0, 0, 0, 0.686612, 0, 0.659328, 0, 0, 0.583236, 0, 1.37108, 0, 0, 1, 1, 1, 0, 0
120, 3.96667, 0.922565, 1, 0, 0.508629, 0, 0, 0, 0.584253, 0, 0.56112, 0.645034, 0, 0.575376, 0, 2.51775, 0, 0, 0, 1, 0, 0, 0
121, 4, 0.932629, 1, 0, 0.775229, 0, 0, 0, 0, 0, 0, 0.509763, 0, 0.578893, 0, 2.7741, 0, 0, 0, 1, 0, 0, 0
122, 4.03333, 0.93448, 1, 0, 0.829689, 0, 0, 0, 0, 0, 0, 0.753231, 0, 0, 0, 2.90432, 0, 0, 0, 0, 0, 0, 0
123, 4.06667, 0.935558, 1, 0, 0.538379, 0, 0, 0, 0, 0, 0, 0.5683, 0, 0, 0, 2.82697, 0, 0, 0, 0, 0, 0, 0
124, 4.1, 0.93856, 1, 0.513447, 0.738578, 0, 0, 0, 0.546955, 0, 0, 0, 0, 0, 0, 3.78076, 0, 0, 0, 0, 0, 0, 0
125, 4.13333, 0.933777, 1, 0, 0.817752, 0, 0, 0, 0, 0, 0.642713, 0, 0, 0, 0, 2.94116, 0, 0, 0, 0, 0, 0, 0
126, 4.16667, 0.933577, 1, 0, 0.772379, 0, 0, 0, 0.687458, 0, 0, 0, 0, 0, 0, 3.19651, 0, 0, 0, 0, 0, 0, 0
127, 4.2, 0.929961, 1, 0, 0.565387, 0, 0, 0, 0.830424, 0, 0, 0, 0, 0, 0, 4.40655, 0, 0, 0, 0, 0, 0, 0
128, 4.23333, 0.927128, 1, 0, 0.999727, 0, 0, 0, 0.670509, 0, 0, 0, 0, 0, 0, 2.81314, 0, 0, 0, 0, 0, 0, 0
129, 4.26667, 0.936717, 1, 0, 0.992263, 0, 0, 0, 0, 0, 0, 0.577079, 0, 0, 0, 2.63455, 0, 0, 0, 0, 0, 0, 0
130, 4.3, 0.936266, 1, 0, 0.937903, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.0659, 0, 0, 0, 0, 0, 0, 0
131, 4.33333, 0.943372, 1, 0, 1.13072, 0, 0, 0, 0, 0, 0, 0.808915, 0, 0, 0, 2.66538, 0, 0, 0, 1, 0, 0, 0
132, 4.36667, 0.946901, 1, 0, 1.01484, 0, 0, 0, 0, 0, 0, 0.826983, 0, 0, 0, 2.56509, 0, 0, 0, 0, 0, 0, 0
133, 4.4, 0.947285, 1, 0, 0.79875, 0, 0, 0, 0, 0, 0, 1.00734, 0, 0, 0, 2.97706, 0, 0, 0, 0, 0, 0, 0
134, 4.43333, 0.946641, 1, 0, 0.951095, 0, 0, 0, 0, 0, 0, 0.864404, 0, 0, 0, 3.18151, 0, 0, 0, 1, 0, 0, 0
135, 4.46667, 0.917495, 1, 1.13055, 1.48115, 0, 0, 0, 0, 0, 0, 0, 0, 0.583426, 0, 0.81351, 0, 1, 0, 1, 0, 0, 1
136, 4.5, 0.916855, 1, 1.71787, 1.50007, 0, 0, 0, 0, 0, 0, 0.603571, 0, 0.72814, 1.53705, 0, 0.570522, 1, 0, 1, 0, 0, 1
137, 4.53333, 0.917241, 1, 1.70377, 1.48414, 0, 0, 0, 0, 0, 0, 0.731991, 0, 0.622625, 1.23632, 0, 0.590776, 1, 0, 1, 0, 0, 1
138, 4.56667, 0.903938, 1, 1.72446, 1.38985, 0, 0, 0, 0, 0, 0, 0.968463, 0, 0.73977, 1.68118, 0, 0.620126, 1, 0, 1, 0, 0, 1
139, 4.6, 0.88554, 1, 1.53296, 2.07838, 0, 0, 0, 0, 0, 0, 0, 0, 0.852691, 1.88542, 0, 0.691807, 1, 0, 1, 0, 0, 1
140, 4.63333, 0.902852, 1, 1.30203, 2.05946, 0, 0, 0, 0.927064, 0, 0, 0, 0, 0.566204, 1.86578, 1.20545, 0.731663, 1, 0, 1, 0, 0, 1
141, 4.66667, 0.896393, 1, 1.04602, 2.05635, 0, 0, 0, 0.817668, 0, 0, 0, 0, 0.557884, 2.32021, 1.30354, 0.838777, 1, 0, 1, 1, 0, 1
142, 4.7, 0.882966, 1, 0, 1.74262, 0, 0, 0, 1.54791, 0, 0, 0, 0, 0.528618, 1.49822, 0, 0.901188, 0, 0, 1, 1, 0, 1
143, 4.73333, 0.890069, 1, 0, 1.51236, 0, 0, 0, 0.578898, 0, 0, 0.605984, 0.648182, 0.878317, 1.87357, 0, 0.840693, 0, 0, 1, 1, 0, 0
144, 4.76667, 0.899983, 1, 0, 1.82997, 0, 0, 0, 0.71258, 0, 0, 0, 0, 0.840888, 2.47421, 0.588674, 0.922909, 0, 0, 1, 1, 0, 0
145, 4.8, 0.91757, 1, 0, 1.07757, 0, 0, 0, 0.656387, 0, 0, 0, 0.813809, 0.662228, 1.81294, 0.659743, 1.0261, 1, 0, 1, 1, 0, 1
146, 4.83333, 0.891667, 1, 0, 0.979034, 0, 0, 0, 0, 0, 0, 0, 1.11226, 0.769478, 1.75718, 0, 0.84852, 1, 0, 1, 1, 0, 0
147, 4.86667, 0.868227, 1, 0, 0.836729, 0, 0, 0, 0, 0, 0, 0, 1.17111, 0.81762, 1.83861, 0, 0.703618, 0, 0, 1, 1, 0, 0
148, 4.9, 0.846663, 1, 0, 0.663654, 0, 0, 0, 0, 0, 0, 0, 0.980672, 0.913814, 2.48882, 0, 0.822765, 1, 0, 1, 1, 0, 0
149, 4.93333, 0.836256, 1, 0, 0.925826, 0, 0, 0, 0, 0, 0, 0, 0.747847, 0.876964, 2.45894, 0.755928, 0.846534, 1, 0, 1, 1, 0, 0
150, 4.96667, 0.83396, 1, 0, 0.891961, 0, 0, 0, 0, 0, 0, 0, 1.02981, 0.986536, 1.73034, 0, 0.795082, 0, 0, 1, 1, 0, 0
151, 5, 0.837321, 1, 0, 0.832483, 0, 0, 0, 0, 0, 0, 0, 1.07526, 0.946626, 1.90053, 0, 0.695877, 1, 0, 1, 1, 0, 0
152, 5.03333, 0.848282, 1, 0, 0.790591, 0, 0, 0, 0.539195, 0, 0, 0, 0.737078, 0.752203, 2.28343, 0, 0.775598, 1, 0, 1, 1, 0, 0
153, 5.06667, 0.847725, 1, 0, 0.643, 0, 0, 0, 0, 0, 0, 0.579402, 0.617941, 0.503986, 1.95595, 0, 0.602813, 0, 0, 1, 1, 0, 0
154, 5.1, 0.916217, 1, 0.776506, 1.07089, 0, 0, 0, 1.18131, 0, 0, 0, 0, 0.53901, 1.97273, 0, 0.741092, 1, 0, 1, 1, 0, 0
155, 5.13333, 0.932376, 1, 0.687953, 1.2704, 0, 0, 0, 0.852513, 0, 0, 0.569979, 0.589222, 0, 2.20336, 0, 0.681414, 0, 0, 1, 1, 0, 0
156, 5.16667, 0.923513, 1, 1.13812, 1.99591, 0, 0, 0, 1.20312, 0, 0, 0, 0, 0, 0.83877, 0, 0.588639, 1, 0, 1, 1, 0, 0
157, 5.2, 0.912549, 1, 0.900477, 1.31493, 0, 0.645456, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 1, 0, 0
158, 5.23333, 0.92705, 1, 0.88155, 1.4882, 0, 0, 0, 0.793839, 0, 0, 0, 0, 0, 0.528242, 0, 0, 0, 0, 1, 1, 0, 0
159, 5.26667, 0.926298, 1, 1.1459, 1.75836, 0, 0, 0, 0.718211, 0, 0, 0, 0, 0, 0.657233, 0, 0, 0, 0, 0, 1, 0, 0
160, 5.3, 0.933284, 1, 1.12674, 1.40822, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.743999, 0, 0, 0, 0, 0, 1, 0, 0
161, 5.33333, 0.942283, 1, 1.0999, 1.26151, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1.41892, 0, 0, 0, 0, 0, 1, 0, 0
162, 5.36667, 0.945367, 1, 1.13902, 1.07739, 0, 0, 0, 0.535058, 0, 0, 0, 0, 0, 0.589356, 0, 0, 0, 0, 0, 1, 0, 0
