frame, timestamp, confidence, success, x_0, y_0, z_0, x_1, y_1, z_1, x_h0, y_h0, z_h0, x_h1, y_h1, z_h1
26, 0.833333, 0.806842, 1, 0.311663, 0.235165, -0.920632, 0.0940753, 0.303796, -0.948081, 0.293258, 0.199159, -0.935059, 0.0846009, 0.293927, -0.952076
27, 0.866667, 0.812002, 1, 0.301945, 0.241761, -0.922161, 0.0876623, 0.29146, -0.952558, 0.282154, 0.207827, -0.936588, 0.0742228, 0.283273, -0.956163
28, 0.9, 0.808529, 1, 0.343744, 0.232641, -0.90979, 0.120476, 0.270294, -0.95521, 0.324284, 0.196045, -0.925422, 0.105231, 0.260629, -0.959687
29, 0.933333, 0.814416, 1, 0.348701, 0.225446, -0.909715, 0.125085, 0.259321, -0.957657, 0.334852, 0.185911, -0.923748, 0.115229, 0.247094, -0.962116
30, 0.966667, 0.80964, 1, 0.338392, 0.226644, -0.913304, 0.123597, 0.26726, -0.955665, 0.3244, 0.186933, -0.927265, 0.114657, 0.25395, -0.960397
31, 1, 0.820339, 1, 0.328136, 0.228063, -0.916687, 0.126119, 0.272357, -0.953895, 0.317971, 0.191101, -0.928641, 0.121719, 0.260318, -0.95782
32, 1.03333, 0.843099, 1, 0.330074, 0.22948, -0.915636, 0.11321, 0.262642, -0.958229, 0.327671, 0.189598, -0.925572, 0.11546, 0.249828, -0.961382
33, 1.06667, 0.843659, 1, 0.335704, 0.198006, -0.920922, 0.0930336, 0.274471, -0.957084, 0.306867, 0.164437, -0.93744, 0.0739745, 0.270762, -0.9598
34, 1.1, 0.82342, 1, 0.315953, 0.236871, -0.91873, 0.0922272, 0.275554, -0.956851, 0.299795, 0.227835, -0.926399, 0.0813598, 0.296012, -0.951713
35, 1.13333, 0.813974, 1, 0.304616, 0.251052, -0.918794, 0.0547291, 0.329225, -0.942664, 0.27458, 0.258881, -0.92606, 0.0361569, 0.369665, -0.928461
36, 1.16667, 0.807598, 1, 0.328105, 0.257388, -0.9089, 0.0556722, 0.327221, -0.943307, 0.29578, 0.268591, -0.916719, 0.0334792, 0.375299, -0.926299
37, 1.2, 0.777847, 1, 0.322085, 0.252339, -0.912462, 0.0495727, 0.318421, -0.946652, 0.289441, 0.255089, -0.92258, 0.0263864, 0.357462, -0.933555
38, 1.23333, 0.785742, 1, 0.327256, 0.238681, -0.914295, 0.0470049, 0.318331, -0.946814, 0.297281, 0.239326, -0.924309, 0.0284782, 0.355909, -0.934086
39, 1.26667, 0.783543, 1, 0.308941, 0.260903, -0.914596, 0.0580603, 0.326903, -0.943273, 0.288384, 0.245229, -0.925579, 0.0470534, 0.343862, -0.937841
40, 1.3, 0.779375, 1, 0.311356, 0.254753, -0.91551, 0.0521424, 0.323221, -0.944886, 0.290316, 0.247308, -0.924421, 0.0409964, 0.349521, -0.936031
41, 1.33333, 0.796236, 1, 0.313382, 0.25745, -0.914063, 0.0466667, 0.32116, -0.945875, 0.295842, 0.239959, -0.924606, 0.038189, 0.337794, -0.940445
42, 1.36667, 0.771586, 1, 0.315931, 0.254405, -0.914038, 0.0514581, 0.32374, -0.944746, 0.297581, 0.236926, -0.924831, 0.0427982, 0.339714, -0.939555
43, 1.4, 0.796906, 1, 0.319005, 0.257242, -0.912174, 0.0517345, 0.318096, -0.946646, 0.306399, 0.233921, -0.922714, 0.0477903, 0.328945, -0.943139
44, 1.43333, 0.820662, 1, 0.315466, 0.268137, -0.910266, 0.0462919, 0.33269, -0.941899, 0.301326, 0.254769, -0.918855, 0.0414143, 0.353903, -0.934365
45, 1.46667, 0.805305, 1, 0.314113, 0.239219, -0.918753, 0.0908044, 0.240053, -0.966504, 0.292024, 0.229907, -0.928367, 0.0683325, 0.259791, -0.963244
46, 1.5, 0.824562, 1, 0.317638, 0.226984, -0.920644, 0.0861242, 0.243612, -0.966041, 0.299568, 0.228492, -0.92631, 0.0701594, 0.276112, -0.958561
47, 1.53333, 0.807272, 1, 0.317393, 0.222313, -0.921867, 0.0861353, 0.246823, -0.965225, 0.294982, 0.228196, -0.927854, 0.0667067, 0.28311, -0.956765
48, 1.56667, 0.811704, 1, 0.319975, 0.223297, -0.920736, 0.0792251, 0.248459, -0.965397, 0.293889, 0.237719, -0.925807, 0.0561367, 0.294945, -0.953864
49, 1.6, 0.787268, 1, 0.307731, 0.223994, -0.924731, 0.0837293, 0.236204, -0.968089, 0.286394, 0.238052, -0.928068, 0.0637425, 0.279754, -0.957953
50, 1.63333, 0.800442, 1, 0.325275, 0.231551, -0.916832, 0.0817902, 0.239912, -0.967343, 0.300825, 0.253529, -0.919362, 0.0578973, 0.294843, -0.95379
51, 1.66667, 0.828981, 1, 0.320552, 0.232981, -0.918132, 0.0852547, 0.245467, -0.965649, 0.287345, 0.261599, -0.921412, 0.0530044, 0.306598, -0.950362
52, 1.7, 0.841733, 1, 0.339773, 0.231222, -0.911642, 0.082676, 0.227355, -0.970296, 0.303779, 0.249281, -0.919553, 0.0449493, 0.281643, -0.958466
53, 1.73333, 0.807438, 1, 0.330638, 0.240714, -0.912543, 0.0869051, 0.22999, -0.969305, 0.305417, 0.248942, -0.919102, 0.059425, 0.271484, -0.960607
54, 1.76667, 0.809132, 1, 0.33952, 0.238538, -0.909849, 0.0728584, 0.280152, -0.957187, 0.309098, 0.253608, -0.916592, 0.0475561, 0.331143, -0.942382
55, 1.8, 0.795038, 1, 0.312812, 0.258722, -0.913899, 0.0658198, 0.313871, -0.947181, 0.279457, 0.271809, -0.920882, 0.0399013, 0.359185, -0.932413
56, 1.83333, 0.785276, 1, 0.306425, 0.261352, -0.915314, 0.0503673, 0.326104, -0.943991, 0.273041, 0.277633, -0.921069, 0.0260895, 0.375439, -0.92648
57, 1.86667, 0.778879, 1, 0.316113, 0.259059, -0.912667, 0.0718562, 0.310921, -0.947716, 0.280384, 0.273425, -0.920122, 0.0431224, 0.357842, -0.932786
58, 1.9, 0.791672, 1, 0.319664, 0.256338, -0.912198, 0.0677072, 0.295511, -0.952937, 0.283153, 0.263434, -0.922186, 0.0362034, 0.336503, -0.940986
59, 1.93333, 0.800377, 1, 0.318366, 0.259561, -0.911741, 0.0552934, 0.319163, -0.946085, 0.276605, 0.272048, -0.921672, 0.0218393, 0.366719, -0.930075
60, 1.96667, 0.798221, 1, 0.327541, 0.267404, -0.906207, 0.0454344, 0.32877, -0.943317, 0.284739, 0.27885, -0.917151, 0.0110708, 0.377626, -0.925892
61, 2, 0.815531, 1, 0.311681, 0.270724, -0.910804, 0.0690226, 0.30965, -0.948342, 0.265788, 0.277466, -0.923238, 0.0281893, 0.349419, -0.936542
62, 2.03333, 0.794737, 1, 0.317553, 0.24506, -0.916027, 0.0638337, 0.31189, -0.947972, 0.265639, 0.245721, -0.932232, 0.0213256, 0.346416, -0.937838
63, 2.06667, 0.796529, 1, 0.311089, 0.252614, -0.916193, 0.0653908, 0.311882, -0.947868, 0.258249, 0.258559, -0.930836, 0.0208206, 0.350657, -0.936273
64, 2.1, 0.819851, 1, 0.321078, 0.241939, -0.915628, 0.0504533, 0.298771, -0.95299, 0.266367, 0.245945, -0.931965, 0.00347221, 0.339073, -0.940754
65, 2.13333, 0.820257, 1, 0.317196, 0.250916, -0.914564, 0.0528446, 0.305092, -0.950856, 0.270551, 0.25182, -0.929187, 0.0137451, 0.341675, -0.939718
66, 2.16667, 0.824267, 1, 0.316908, 0.262639, -0.911367, 0.0464635, 0.310849, -0.949323, 0.272633, 0.264499, -0.925047, 0.00889096, 0.349375, -0.936941
67, 2.2, 0.820151, 1, 0.295344, 0.495014, -0.817149, -0.00689097, 0.401277, -0.915931, 0.291106, 0.491466, -0.820803, -0.0285543, 0.444807, -0.895171
68, 2.23333, 0.804915, 1, 0.274711, 0.448623, -0.850454, 0.0242523, 0.400675, -0.915899, 0.263885, 0.448865, -0.853747, 0.00454333, 0.439719, -0.898124
69, 2.26667, 0.776591, 1, 0.347918, 0.363976, -0.863988, 0.0255591, 0.381907, -0.923847, 0.315127, 0.365679, -0.87577, -0.00562464, 0.430669, -0.902493
70, 2.3, 0.820735, 1, 0.310829, 0.388429, -0.867472, -0.0288363, 0.415307, -0.909224, 0.28587, 0.388999, -0.875761, -0.0490321, 0.463841, -0.884561
71, 2.33333, 0.845581, 1, 0.275777, 0.511114, -0.814069, -0.037661, 0.434182, -0.900038, 0.281442, 0.505854, -0.815415, -0.045401, 0.476914, -0.877777
72, 2.36667, 0.84105, 1, 0.272818, 0.515847, -0.812079, 0.0312752, 0.405262, -0.913665, 0.288126, 0.499843, -0.816787, 0.0273113, 0.427073, -0.903805
73, 2.4, 0.838814, 1, 0.214986, 0.299726, -0.929487, -0.00332114, 0.343281, -0.939227, 0.172903, 0.299222, -0.938387, -0.0371138, 0.37282, -0.927161
74, 2.43333, 0.821398, 1, 0.229196, 0.295008, -0.927599, 0.0052314, 0.304454, -0.952513, 0.187526, 0.287086, -0.93937, -0.0343093, 0.327532, -0.944217
75, 2.46667, 0.810694, 1, 0.246673, 0.303174, -0.920455, 0.0430581, 0.309112, -0.95005, 0.205489, 0.295509, -0.932979, 0.00284991, 0.329955, -0.943992
76, 2.5, 0.824124, 1, 0.240943, 0.290281, -0.926112, 0.0380794, 0.311145, -0.949599, 0.195126, 0.275875, -0.941179, -0.00425402, 0.32452, -0.945869
77, 2.53333, 0.823893, 1, 0.217933, 0.29166, -0.931364, 0.0298136, 0.289826, -0.956615, 0.166504, 0.29532, -0.940778, -0.0215395, 0.320434, -0.947026
78, 2.56667, 0.826161, 1, 0.264025, 0.258484, -0.929234, 0.0651081, 0.298604, -0.952154, 0.197998, 0.262193, -0.944485, 0.00511156, 0.329258, -0.944226
79, 2.6, 0.841574, 1, 0.315973, 0.226928, -0.92123, 0.0967438, 0.262443, -0.960086, 0.241789, 0.238618, -0.940531, 0.0264025, 0.304227, -0.952234
80, 2.63333, 0.832358, 1, 0.323815, 0.212135, -0.922032, 0.0846743, 0.249691, -0.964616, 0.263217, 0.214382, -0.940615, 0.0280322, 0.283506, -0.958561
81, 2.66667, 0.846045, 1, 0.331519, 0.203073, -0.921334, 0.0965928, 0.222676, -0.970095, 0.273786, 0.207863, -0.93906, 0.0400069, 0.259109, -0.965019
82, 2.7, 0.821671, 1, 0.336331, 0.196256, -0.921067, 0.0867693, 0.218902, -0.971881, 0.282696, 0.194041, -0.939378, 0.0346435, 0.249132, -0.96785
83, 2.73333, 0.854334, 1, 0.342304, 0.191597, -0.919847, 0.077822, 0.200203, -0.976659, 0.277271, 0.202913, -0.93912, 0.012064, 0.248139, -0.968649
84, 2.76667, 0.833252, 1, 0.343849, 0.190394, -0.91952, 0.0851241, 0.197063, -0.976688, 0.287428, 0.188951, -0.93898, 0.0278839, 0.230896, -0.972579
85, 2.8, 0.858567, 1, 0.339071, 0.190952, -0.921178, 0.0900951, 0.257964, -0.961945, 0.28337, 0.192865, -0.939417, 0.0428256, 0.293027, -0.955145
86, 2.83333, 0.851371, 1, 0.33397, 0.20075, -0.920958, 0.0789787, 0.270101, -0.959587, 0.277051, 0.210555, -0.937502, 0.0310041, 0.313761, -0.948996
87, 2.86667, 0.863115, 1, 0.332501, 0.210131, -0.919395, 0.0704554, 0.260987, -0.962768, 0.272151, 0.22328, -0.935991, 0.016155, 0.309189, -0.950863
88, 2.9, 0.844281, 1, 0.330148, 0.211209, -0.919996, 0.0570956, 0.290016, -0.955317, 0.268563, 0.224835, -0.936655, 0.00629983, 0.339808, -0.940474
89, 2.93333, 0.842469, 1, 0.324231, 0.224226, -0.919019, 0.0466859, 0.295276, -0.954271, 0.256595, 0.240661, -0.936078, -0.0113463, 0.348029, -0.937415
90, 2.96667, 0.837142, 1, 0.311966, 0.238098, -0.919775, 0.0468569, 0.297773, -0.953486, 0.248974, 0.247758, -0.936284, -0.00788486, 0.342596, -0.93945
91, 3, 0.827729, 1, 0.307945, 0.243727, -0.919656, 0.0566424, 0.311463, -0.948569, 0.255238, 0.247798, -0.934585, 0.0134967, 0.348452, -0.93723
92, 3.03333, 0.835445, 1, 0.297003, 0.247978, -0.922115, 0.0605242, 0.302933, -0.951088, 0.244882, 0.24947, -0.936908, 0.0160523, 0.335455, -0.94192
93, 3.06667, 0.84506, 1, 0.317668, 0.240113, -0.917296, 0.0520359, 0.320892, -0.945685, 0.254893, 0.24621, -0.935099, 0.000657677, 0.361314, -0.932444
94, 3.1, 0.841763, 1, 0.313744, 0.233537, -0.92034, 0.053708, 0.308091, -0.94984, 0.247904, 0.240542, -0.938447, -0.00173456, 0.34883, -0.937184
95, 3.13333, 0.843, 1, 0.315849, 0.239576, -0.918065, 0.060266, 0.318475, -0.946014, 0.260634, 0.235155, -0.936361, 0.0159804, 0.34683, -0.937792
96, 3.16667, 0.823865, 1, 0.299427, 0.237689, -0.924039, 0.067633, 0.311582, -0.947809, 0.250016, 0.2351, -0.939266, 0.0287705, 0.339038, -0.940333
97, 3.2, 0.818241, 1, 0.318902, 0.217004, -0.922611, 0.076413, 0.314996, -0.946012, 0.266652, 0.207526, -0.941185, 0.0376337, 0.335983, -0.941116
98, 3.23333, 0.814533, 1, 0.319034, 0.224786, -0.9207, 0.0762894, 0.314813, -0.946083, 0.265517, 0.217043, -0.939358, 0.0348653, 0.337342, -0.940736
99, 3.26667, 0.808444, 1, 0.317877, 0.246057, -0.915647, 0.0798744, 0.306671, -0.948458, 0.263651, 0.245251, -0.93292, 0.0333545, 0.336307, -0.941161
100, 3.3, 0.820346, 1, 0.316796, 0.238103, -0.918122, 0.0750849, 0.315906, -0.945815, 0.262446, 0.233035, -0.936385, 0.0311907, 0.341462, -0.939378
101, 3.33333, 0.826437, 1, 0.318473, 0.247574, -0.915031, 0.0630858, 0.310894, -0.948349, 0.264278, 0.242414, -0.933484, 0.0173498, 0.33894, -0.940648
102, 3.36667, 0.827902, 1, 0.31979, 0.231869, -0.918679, 0.0658062, 0.314609, -0.946938, 0.261188, 0.225797, -0.938507, 0.0187487, 0.341442, -0.939716
103, 3.4, 0.823279, 1, 0.309319, 0.222355, -0.924597, 0.0584836, 0.310143, -0.948889, 0.249345, 0.217417, -0.943693, 0.0111667, 0.337752, -0.941169
104, 3.43333, 0.823842, 1, 0.3025, 0.242785, -0.92171, 0.0674711, 0.307357, -0.949199, 0.240688, 0.242108, -0.939922, 0.0147722, 0.337628, -0.941164
105, 3.46667, 0.812881, 1, 0.251491, 0.251215, -0.934689, 0.0281655, 0.295936, -0.954792, 0.198895, 0.249901, -0.947623, -0.0172522, 0.324434, -0.945751
106, 3.5, 0.811002, 1, 0.266733, 0.236583, -0.934281, 0.0356166, 0.269939, -0.962218, 0.209305, 0.22859, -0.950756, -0.0167606, 0.293211, -0.955901
107, 3.53333, 0.80644, 1, 0.250291, 0.229268, -0.940633, 0.0204395, 0.260238, -0.965328, 0.195974, 0.215926, -0.956541, -0.0289133, 0.277674, -0.96024
108, 3.56667, 0.833611, 1, 0.256269, 0.236912, -0.937123, 0.0384433, 0.280268, -0.959152, 0.194798, 0.233561, -0.952629, -0.0161485, 0.306457, -0.951747
109, 3.6, 0.796879, 1, 0.248815, 0.246747, -0.936593, 0.0310059, 0.247157, -0.968479, 0.201367, 0.235468, -0.950792, -0.0162654, 0.265839, -0.96388
110, 3.63333, 0.794501, 1, 0.251542, 0.246507, -0.935928, 0.0304138, 0.248223, -0.968225, 0.203726, 0.235263, -0.950341, -0.0170542, 0.267325, -0.963455
111, 3.66667, 0.822904, 1, 0.270952, 0.239749, -0.932258, 0.0185801, 0.267466, -0.963388, 0.216155, 0.23097, -0.948646, -0.0317744, 0.293531, -0.955421
112, 3.7, 0.815515, 1, 0.284139, 0.226948, -0.931536, 0.0315863, 0.267566, -0.963022, 0.233136, 0.203728, -0.950864, -0.0134978, 0.277908, -0.960513
113, 3.73333, 0.84117, 1, 0.301051, 0.227521, -0.926068, 0.0666307, 0.303808, -0.9504, 0.240766, 0.210681, -0.947441, 0.0172058, 0.317381, -0.948142
114, 3.76667, 0.83327, 1, 0.301901, 0.229725, -0.925247, 0.0699247, 0.295809, -0.952684, 0.229968, 0.22018, -0.947964, 0.00639424, 0.314764, -0.949148
115, 3.8, 0.793526, 1, 0.312574, 0.235397, -0.920264, 0.0705888, 0.297479, -0.952115, 0.24014, 0.217707, -0.946011, 0.00472052, 0.306987, -0.951702
116, 3.83333, 0.824714, 1, 0.309163, 0.228717, -0.923096, 0.0611731, 0.302613, -0.951148, 0.222983, 0.221013, -0.949438, -0.0175738, 0.320381, -0.947126
117, 3.86667, 0.83037, 1, 0.297486, 0.233234, -0.925799, 0.0699977, 0.295894, -0.952653, 0.210646, 0.231672, -0.949714, -0.0112367, 0.316321, -0.948586
118, 3.9, 0.823092, 1, 0.302231, 0.22822, -0.925512, 0.0690996, 0.286629, -0.955546, 0.224147, 0.220785, -0.949217, -0.00467118, 0.300058, -0.953909
119, 3.93333, 0.823578, 1, 0.294651, 0.23363, -0.926606, 0.0603335, 0.290555, -0.954954, 0.228146, 0.235073, -0.944823, -0.00181977, 0.312785, -0.949822
120, 3.96667, 0.808774, 1, 0.306551, 0.248973, -0.918716, 0.0563264, 0.303052, -0.951308, 0.254188, 0.242404, -0.936284, 0.00793129, 0.318719, -0.947816
121, 4, 0.817344, 1, 0.304438, 0.28213, -0.909791, 0.0504844, 0.311137, -0.949023, 0.270645, 0.271102, -0.923718, 0.0185285, 0.324228, -0.945797
122, 4.03333, 0.815005, 1, 0.302451, 0.286287, -0.909155, 0.0562883, 0.314585, -0.947559, 0.269175, 0.276976, -0.922404, 0.0248333, 0.328953, -0.94402
123, 4.06667, 0.813927, 1, 0.302973, 0.262229, -0.916211, 0.0407869, 0.333652, -0.941813, 0.269238, 0.256371, -0.928324, 0.0144275, 0.353959, -0.93515
124, 4.1, 0.805629, 1, 0.295599, 0.256891, -0.920124, 0.0463821, 0.314841, -0.948011, 0.265303, 0.243455, -0.932922, 0.0224414, 0.327895, -0.944448
125, 4.13333, 0.816009, 1, 0.308785, 0.255797, -0.916089, 0.0467578, 0.328012, -0.943516, 0.298877, 0.231872, -0.925693, 0.0457256, 0.333276, -0.94172
126, 4.16667, 0.807859, 1, 0.303342, 0.263947, -0.915596, 0.0343914, 0.3197, -0.946894, 0.313448, 0.241568, -0.918365, 0.052369, 0.329096, -0.942843
127, 4.2, 0.78464, 1, 0.304047, 0.262226, -0.915856, 0.0465679, 0.312416, -0.948803, 0.33691, 0.240616, -0.910272, 0.0874435, 0.321943, -0.942712
128, 4.23333, 0.779997, 1, 0.307485, 0.277871, -0.910077, 0.0416994, 0.318249, -0.94709, 0.367762, 0.238775, -0.898742, 0.109882, 0.309872, -0.944407
129, 4.26667, 0.76284, 1, 0.274907, 0.29587, -0.914815, 0.0437624, 0.30973, -0.949817, 0.345352, 0.272157, -0.898144, 0.118874, 0.311755, -0.942697
130, 4.3, 0.78045, 1, 0.283515, 0.299428, -0.911023, 0.0333215, 0.315246, -0.948425, 0.358221, 0.284881, -0.889112, 0.113055, 0.32603, -0.938575
131, 4.33333, 0.773372, 1, 0.277632, 0.297538, -0.91345, 0.0228711, 0.302209, -0.952967, 0.347054, 0.302949, -0.887567, 0.0958859, 0.330737, -0.938839
132, 4.36667, 0.779928, 1, 0.264247, 0.308785, -0.913688, 0.00944927, 0.296008, -0.955139, 0.340406, 0.335651, -0.878329, 0.0884618, 0.341464, -0.935722
133, 4.4, 0.772031, 1, 0.284657, 0.304563, -0.908962, 0.00142688, 0.280645, -0.959811, 0.362279, 0.341183, -0.86738, 0.0828551, 0.332076, -0.939607
134, 4.43333, 0.732476, 1, 0.271172, 0.312981, -0.910224, -0.0291665, 0.280458, -0.959423, 0.366129, 0.360346, -0.857963, 0.0718733, 0.336787, -0.938834
135, 4.46667, 0.86795, 1, 0.267156, 0.331097, -0.904987, -0.0296299, 0.365904, -0.930181, 0.404909, 0.524405, -0.749031, 0.115613, 0.571605, -0.812343
136, 4.5, 0.870927, 1, 0.250241, 0.347474, -0.903682, -0.0208728, 0.375002, -0.926789, 0.382515, 0.553185, -0.740046, 0.118006, 0.588114, -0.800122
137, 4.53333, 0.803172, 1, 0.27233, 0.349289, -0.896568, -0.0603537, 0.380233, -0.922919, 0.419811, 0.547266, -0.724057, 0.0969427, 0.583322, -0.806435
138, 4.56667, 0.80228, 1, 0.288876, 0.348445, -0.891704, -0.062076, 0.380471, -0.922707, 0.438063, 0.5421, -0.717097, 0.0982857, 0.582193, -0.807088
139, 4.6, 0.810828, 1, 0.266062, 0.357237, -0.895317, -0.0614647, 0.362124, -0.930101, 0.417975, 0.539116, -0.731198, 0.102626, 0.555863, -0.824915
140, 4.63333, 0.819063, 1, 0.285654, 0.369967, -0.88404, -0.0643862, 0.351423, -0.934, 0.434101, 0.532126, -0.72691, 0.0991053, 0.530995, -0.841559
141, 4.66667, 0.802553, 1, 0.24467, 0.365823, -0.897948, -0.0833008, 0.306034, -0.948369, 0.403855, 0.490659, -0.772111, 0.0938086, 0.438415, -0.893864
142, 4.7, 0.834616, 1, 0.234125, 0.374888, -0.89702, -0.078366, 0.321112, -0.943793, 0.386095, 0.501689, -0.774106, 0.088619, 0.457321, -0.884875
143, 4.73333, 0.749465, 1, 0.245649, 0.367172, -0.897129, -0.0678912, 0.325876, -0.942972, 0.387307, 0.498098, -0.775817, 0.0859269, 0.470263, -0.878333
144, 4.76667, 0.762768, 1, 0.252081, 0.36825, -0.894901, -0.0485062, 0.353746, -0.934083, 0.375285, 0.48826, -0.787885, 0.0836, 0.483205, -0.871507
145, 4.8, 0.770998, 1, 0.216781, 0.353641, -0.909914, -0.0639626, 0.32881, -0.942227, 0.353309, 0.472908, -0.807175, 0.0809212, 0.45834, -0.885085
146, 4.83333, 0.758537, 1, 0.257974, 0.347108, -0.901646, -0.0422087, 0.321806, -0.945864, 0.380445, 0.448559, -0.808738, 0.0885631, 0.437758, -0.89472
147, 4.86667, 0.746197, 1, 0.260554, 0.337434, -0.904572, -0.026963, 0.331329, -0.94313, 0.366861, 0.418811, -0.830669, 0.0853206, 0.426578, -0.900417
148, 4.9, 0.7773, 1, 0.273798, 0.32627, -0.904756, -0.00977166, 0.337978, -0.941103, 0.368989, 0.391802, -0.842816, 0.0906829, 0.419242, -0.903334
149, 4.93333, 0.775378, 1, 0.273752, 0.334185, -0.901876, 0.0173095, 0.340339, -0.940144, 0.35354, 0.39973, -0.84571, 0.101098, 0.423599, -0.900191
150, 4.96667, 0.798923, 1, 0.274081, 0.332055, -0.902563, 0.0141439, 0.333022, -0.942813, 0.346806, 0.384803, -0.855367, 0.0902705, 0.404835, -0.909923
151, 5, 0.780761, 1, 0.280327, 0.335135, -0.899501, 0.00828839, 0.343574, -0.939089, 0.351094, 0.385676, -0.853221, 0.0827763, 0.414813, -0.906134
152, 5.03333, 0.788159, 1, 0.297634, 0.33145, -0.895296, 0.0246216, 0.344166, -0.938586, 0.373586, 0.369939, -0.850634, 0.105154, 0.402978, -0.909149
153, 5.06667, 0.790222, 1, 0.276192, 0.348191, -0.895813, 0.00859601, 0.346069, -0.93817, 0.364035, 0.383423, -0.848802, 0.10089, 0.398906, -0.911425
