frame, timestamp, confidence, success, Tx, Ty, Tz, Rx, Ry, Rz
21, 0.666667, 0.950736, 1, -91.6076, -26.5901, 555.575, -0.0072598, 0.0455295, 0.0308781
22, 0.7, 0.952788, 1, -91.3193, -26.9773, 554.368, -0.0107114, 0.0426956, 0.0324205
23, 0.733333, 0.948698, 1, -91.2237, -27.2813, 553.895, -0.0105182, 0.0411141, 0.0331598
24, 0.766667, 0.948429, 1, -91.5097, -27.85, 555.093, -0.0109715, 0.0394238, 0.0338749
25, 0.8, 0.954128, 1, -91.4914, -27.8392, 554.445, -0.00835384, 0.0379989, 0.0339827
26, 0.833333, 0.953225, 1, -91.8142, -27.8712, 554.754, -0.00679115, 0.0391218, 0.0311594
27, 0.866667, 0.949294, 1, -92.012, -27.8336, 555.531, -0.00751428, 0.0404205, 0.0288797
28, 0.9, 0.949234, 1, -91.8813, -27.8564, 554.405, -0.0107076, 0.039138, 0.0256845
29, 0.933333, 0.953033, 1, -91.5787, -27.788, 554.53, -0.0100473, 0.0363304, 0.022492
30, 0.966667, 0.950613, 1, -91.3799, -28.0491, 555.592, -0.0137141, 0.0305295, 0.0185415
31, 1, 0.957741, 1, -90.5314, -28.2107, 555.713, -0.0208293, 0.0238856, 0.0152339
32, 1.03333, 0.955631, 1, -89.4289, -28.6965, 556.494, -0.026963, 0.00758521, 0.01231
33, 1.06667, 0.954571, 1, -89.364, -28.6721, 556.381, -0.0279553, 0.00689798, 0.013452
34, 1.1, 0.936847, 1, -88.1743, -28.3881, 557.839, -0.0564113, -0.0247348, 0.00513135
35, 1.13333, 0.944381, 1, -86.9245, -29.3227, 561.758, -0.0729121, -0.0551851, 0.00644602
36, 1.16667, 0.93472, 1, -85.709, -30.7954, 562.897, -0.0835531, -0.0773156, 0.00296546
37, 1.2, 0.944517, 1, -83.4083, -32.3096, 562.613, -0.0824568, -0.0837553, 0.0216582
38, 1.23333, 0.942934, 1, -82.6977, -33.6735, 565.623, -0.0845985, -0.0848013, 0.0252694
39, 1.26667, 0.947226, 1, -82.0998, -34.6092, 566.179, -0.0916379, -0.0853252, 0.0287928
40, 1.3, 0.954963, 1, -80.9234, -36.7176, 564.03, -0.114225, -0.0864507, 0.0287115
41, 1.33333, 0.953151, 1, -80.5479, -37.6141, 563.826, -0.12432, -0.0873346, 0.0299873
42, 1.36667, 0.953524, 1, -80.1732, -38.2332, 561.94, -0.133587, -0.0853227, 0.028838
43, 1.4, 0.954817, 1, -80.2034, -38.7541, 562.021, -0.135818, -0.0862594, 0.0319578
44, 1.43333, 0.952226, 1, -80.386, -39.1024, 561.307, -0.144867, -0.0808259, 0.0327281
45, 1.46667, 0.952433, 1, -80.5011, -39.2631, 562.141, -0.144547, -0.0811617, 0.0327573
46, 1.5, 0.95254, 1, -80.8286, -39.3462, 561.83, -0.146373, -0.0780215, 0.0348342
47, 1.53333, 0.955993, 1, -81.1861, -39.5631, 560.498, -0.147735, -0.073159, 0.0359022
48, 1.56667, 0.950884, 1, -82.0549, -39.5714, 561.55, -0.146307, -0.0673421, 0.0384959
49, 1.6, 0.952664, 1, -82.7232, -39.7999, 561.913, -0.149401, -0.064475, 0.0360532
50, 1.63333, 0.954969, 1, -83.4593, -39.7698, 562.491, -0.148279, -0.0602312, 0.0325117
51, 1.66667, 0.950245, 1, -83.9172, -39.7706, 561.671, -0.151917, -0.0559674, 0.0282404
52, 1.7, 0.951248, 1, -84.4232, -39.7569, 562.222, -0.154726, -0.0534044, 0.0239733
53, 1.73333, 0.950439, 1, -84.9003, -39.9533, 562.251, -0.15488, -0.0483335, 0.0217942
54, 1.76667, 0.946904, 1, -84.9853, -39.7742, 561.364, -0.15236, -0.0481376, 0.0198721
55, 1.8, 0.951711, 1, -85.0327, -39.0582, 560.817, -0.146517, -0.0437806, 0.0207759
56, 1.83333, 0.949897, 1, -84.8198, -38.2977, 560.466, -0.143708, -0.0442009, 0.0222702
57, 1.86667, 0.949764, 1, -84.8341, -38.2798, 560.453, -0.144316, -0.043435, 0.022069
58, 1.9, 0.95354, 1, -84.694, -37.9588, 560.386, -0.137922, -0.0438137, 0.0217804
59, 1.93333, 0.948205, 1, -84.4154, -37.2613, 559.926, -0.131607, -0.0452458, 0.0228009
60, 1.96667, 0.953193, 1, -84.6211, -37.1866, 560.968, -0.124165, -0.0414598, 0.0238706
61, 2, 0.9537, 1, -84.4293, -36.5599, 560.302, -0.119043, -0.0397551, 0.0261684
62, 2.03333, 0.95184, 1, -84.5529, -36.4688, 560.384, -0.119656, -0.0382225, 0.0258394
63, 2.06667, 0.952763, 1, -84.494, -35.9222, 559.994, -0.11307, -0.0371628, 0.0252604
64, 2.1, 0.950427, 1, -84.8778, -35.6007, 560.127, -0.108489, -0.0325448, 0.0246221
65, 2.13333, 0.943669, 1, -84.8272, -35.0134, 559.255, -0.100834, -0.0322352, 0.0238753
66, 2.16667, 0.948356, 1, -85.1113, -34.1876, 558.609, -0.0972551, -0.0281538, 0.0254985
67, 2.2, 0.946729, 1, -85.473, -33.8846, 559.102, -0.0971835, -0.0267285, 0.0258102
68, 2.23333, 0.952743, 1, -85.7239, -33.4651, 558.559, -0.0914598, -0.0255834, 0.0254015
69, 2.26667, 0.945437, 1, -86.2553, -33.4126, 560.388, -0.0942417, -0.0250907, 0.0284797
70, 2.3, 0.932196, 1, -86.8405, -32.2785, 559.762, -0.104018, -0.0356375, 0.0200049
71, 2.33333, 0.93645, 1, -86.91, -32.4828, 557.706, -0.109214, -0.0304748, 0.0189553
72, 2.36667, 0.925597, 1, -86.9542, -32.4184, 555.983, -0.110496, -0.0302558, 0.0204367
73, 2.4, 0.932126, 1, -87.2611, -32.8015, 553.863, -0.108196, -0.0231725, 0.0206956
74, 2.43333, 0.954393, 1, -87.5059, -33.2284, 552.969, -0.107644, -0.0116437, 0.0248085
75, 2.46667, 0.949847, 1, -87.8465, -33.8551, 553.501, -0.102337, -0.002277, 0.028699
76, 2.5, 0.949377, 1, -88.1901, -34.1645, 553.908, -0.10333, 0.0129334, 0.0326578
77, 2.53333, 0.954231, 1, -88.5605, -34.3824, 553.943, -0.098484, 0.0193269, 0.032592
78, 2.56667, 0.947223, 1, -88.5989, -34.5496, 552.378, -0.0936454, 0.0242044, 0.0322489
79, 2.6, 0.947887, 1, -88.6068, -34.4763, 551.279, -0.0948513, 0.0275274, 0.0311579
80, 2.63333, 0.941591, 1, -88.7063, -34.7244, 551.98, -0.0939853, 0.0282885, 0.0323805
81, 2.66667, 0.945322, 1, -88.7756, -34.646, 552.266, -0.0930517, 0.028546, 0.0334404
82, 2.7, 0.939869, 1, -88.8663, -34.7539, 552.692, -0.0943908, 0.0296859, 0.0330685
83, 2.73333, 0.944899, 1, -88.6863, -34.6486, 552.135, -0.0935504, 0.0293628, 0.0329628
84, 2.76667, 0.946468, 1, -88.5601, -34.6601, 551.347, -0.0925832, 0.0288155, 0.0327293
85, 2.8, 0.948034, 1, -89.0306, -34.7978, 554.177, -0.0918864, 0.0318087, 0.0322522
86, 2.83333, 0.945817, 1, -88.9907, -34.7516, 553.447, -0.0894366, 0.0313313, 0.0320619
87, 2.86667, 0.950304, 1, -89.0036, -34.4966, 553.548, -0.0857937, 0.0285942, 0.0287892
88, 2.9, 0.946974, 1, -88.8337, -33.9035, 551.939, -0.0792522, 0.0289684, 0.0285323
89, 2.93333, 0.947676, 1, -88.9522, -33.4667, 550.989, -0.0740405, 0.0272943, 0.0269419
90, 2.96667, 0.940194, 1, -89.037, -32.9182, 549.475, -0.0700037, 0.030782, 0.0268787
91, 3, 0.940564, 1, -89.1621, -32.6322, 548.766, -0.0648279, 0.0324887, 0.0259484
92, 3.03333, 0.941802, 1, -89.4771, -32.3625, 549.799, -0.0651517, 0.0348325, 0.0244969
93, 3.06667, 0.942017, 1, -89.4431, -32.3156, 549.227, -0.0603625, 0.0342659, 0.0235756
94, 3.1, 0.931245, 1, -89.5732, -32.5148, 548.815, -0.0647305, 0.0329035, 0.0214298
95, 3.13333, 0.941417, 1, -89.7914, -33.4487, 549.029, -0.0725898, 0.0326159, 0.0211645
96, 3.16667, 0.947728, 1, -90.2672, -34.9365, 549.469, -0.0840366, 0.0349897, 0.0161254
97, 3.2, 0.956055, 1, -90.7951, -36.8463, 551.312, -0.0992019, 0.0345127, 0.0113104
98, 3.23333, 0.957009, 1, -90.5284, -38.8931, 550.861, -0.115715, 0.0348808, 0.00518078
99, 3.26667, 0.955418, 1, -90.2373, -40.8921, 551.44, -0.129383, 0.0309523, 0.00343509
100, 3.3, 0.952537, 1, -89.7271, -43.0451, 553.477, -0.154189, 0.0197549, 0.00368659
101, 3.33333, 0.940641, 1, -89.3463, -44.8475, 557.064, -0.172821, 0.00389719, 0.00613424
102, 3.36667, 0.942528, 1, -88.5314, -46.3735, 559.462, -0.179649, -0.013985, 0.00793077
103, 3.4, 0.941628, 1, -87.629, -47.0482, 562.102, -0.188911, -0.0310562, 0.0114671
104, 3.43333, 0.940393, 1, -86.6189, -47.4079, 563.286, -0.185423, -0.0445684, 0.00969338
105, 3.46667, 0.940994, 1, -85.6783, -47.1387, 564.436, -0.170383, -0.0556507, 0.00887812
106, 3.5, 0.940406, 1, -84.7413, -46.4073, 564.621, -0.151282, -0.0605855, 0.0102373
107, 3.53333, 0.942641, 1, -84.1021, -45.3965, 565.694, -0.134215, -0.0675561, 0.0115208
108, 3.56667, 0.945915, 1, -83.6042, -44.045, 566.872, -0.121967, -0.0784154, 0.00986255
109, 3.6, 0.946145, 1, -82.9433, -42.7219, 567.68, -0.104531, -0.0810194, 0.0106577
110, 3.63333, 0.938157, 1, -82.9146, -41.2344, 576.887, -0.0829967, -0.0861631, 0.0190076
111, 3.66667, 0.917144, 1, -83.0335, -39.9827, 587.044, -0.0659557, -0.0936242, 0.0221292
112, 3.7, 0.915143, 1, -80.5507, -37.2695, 572.64, -0.054734, -0.113958, 0.00854163
113, 3.73333, 0.93738, 1, -78.6095, -35.6226, 568.742, -0.0425396, -0.117837, 0.0138295
114, 3.76667, 0.949443, 1, -77.2541, -34.6315, 567.156, -0.0200143, -0.11347, 0.022519
115, 3.8, 0.944102, 1, -77.0148, -33.628, 568.06, 0.0135658, -0.112006, 0.028455
116, 3.83333, 0.936264, 1, -76.8197, -32.2803, 566.518, 0.0563115, -0.114311, 0.0265084
117, 3.86667, 0.935102, 1, -77.3555, -30.6259, 568.836, 0.0829172, -0.103469, 0.0289661
118, 3.9, 0.934554, 1, -77.1846, -30.6703, 567.822, 0.085877, -0.101241, 0.0259396
119, 3.93333, 0.940417, 1, -78.527, -28.0822, 569.907, 0.161129, -0.0731966, 0.0278018
120, 3.96667, 0.922565, 1, -78.6209, -26.4487, 566.01, 0.168163, -0.0757549, 0.0246899
121, 4, 0.932629, 1, -79.2464, -24.836, 566.626, 0.185383, -0.072157, 0.0239374
122, 4.03333, 0.93448, 1, -79.7092, -23.2038, 566.653, 0.194377, -0.0711536, 0.0222127
123, 4.06667, 0.935558, 1, -79.6872, -21.7216, 565.307, 0.188671, -0.0681478, 0.0197399
124, 4.1, 0.93856, 1, -79.5665, -21.1889, 565.127, 0.183336, -0.0717, 0.0196631
125, 4.13333, 0.933777, 1, -79.0543, -21.155, 563.441, 0.176456, -0.0802328, 0.0194708
126, 4.16667, 0.933577, 1, -78.9188, -21.6975, 563.829, 0.168357, -0.0845758, 0.0204442
127, 4.2, 0.929961, 1, -78.756, -22.1062, 563.943, 0.16185, -0.092125, 0.0189874
128, 4.23333, 0.927128, 1, -78.3286, -22.0716, 561.109, 0.164874, -0.0926637, 0.0164482
129, 4.26667, 0.936717, 1, -78.5062, -21.8488, 558.996, 0.179702, -0.088681, 0.00885124
130, 4.3, 0.936266, 1, -78.4778, -21.847, 558.934, 0.179804, -0.0879158, 0.00722585
131, 4.33333, 0.943372, 1, -78.7821, -20.9199, 557.429, 0.184489, -0.0807293, 0.00663193
132, 4.36667, 0.946901, 1, -79.2307, -19.9486, 556.079, 0.191669, -0.076037, 0.00996311
133, 4.4, 0.947285, 1, -79.6619, -18.6701, 556.143, 0.197329, -0.0729548, 0.0118308
134, 4.43333, 0.946641, 1, -80.056, -17.8414, 558.259, 0.206607, -0.0729634, 0.0182866
135, 4.46667, 0.917495, 1, -80.3802, -18.5085, 559.804, 0.153075, -0.074258, 0.0215276
136, 4.5, 0.916855, 1, -83.3741, -18.6743, 575.177, 0.156153, -0.0732382, 0.0266087
137, 4.53333, 0.917241, 1, -83.6317, -18.6622, 575.989, 0.162144, -0.0750578, 0.0310701
138, 4.56667, 0.903938, 1, -84.7795, -19.8966, 580.562, 0.147707, -0.0856454, 0.035147
139, 4.6, 0.88554, 1, -84.0419, -20.832, 572.557, 0.133893, -0.0845628, 0.0336972
140, 4.63333, 0.902852, 1, -83.0182, -22.1041, 563.107, 0.10548, -0.0730845, 0.0284013
141, 4.66667, 0.896393, 1, -81.4111, -23.2161, 551.433, 0.0763628, -0.0557063, 0.0243349
142, 4.7, 0.882966, 1, -80.4034, -24.4779, 544.18, 0.038486, -0.043533, 0.022804
143, 4.73333, 0.890069, 1, -80.8067, -25.889, 544.12, 0.0164943, -0.0509772, 0.030354
144, 4.76667, 0.899983, 1, -81.3829, -27.18, 546.121, 0.0156677, -0.0651585, 0.0349183
145, 4.8, 0.91757, 1, -81.6612, -28.2702, 545.327, 0.0160589, -0.0656865, 0.0372946
146, 4.83333, 0.891667, 1, -83.4396, -29.6177, 549.573, 0.0274232, -0.0564374, 0.047733
147, 4.86667, 0.868227, 1, -83.711, -28.566, 546.981, 0.0555832, -0.0512256, 0.0549198
148, 4.9, 0.846663, 1, -83.8055, -28.2551, 544.919, 0.0454243, -0.0483924, 0.0560195
149, 4.93333, 0.836256, 1, -83.9295, -28.2419, 545.425, 0.0452568, -0.0519728, 0.0578446
150, 4.96667, 0.83396, 1, -84.2417, -27.9158, 545.181, 0.0432386, -0.0419329, 0.053246
151, 5, 0.837321, 1, -84.346, -27.5918, 543.477, 0.0419193, -0.0271959, 0.046508
152, 5.03333, 0.848282, 1, -84.5706, -27.0317, 542.009, 0.038738, -0.0201444, 0.046844
153, 5.06667, 0.847725, 1, -84.4266, -26.6656, 540.42, 0.035207, -0.0131029, 0.0441766
154, 5.1, 0.916217, 1, -84.3733, -27.8333, 540.031, -0.021531, -0.0147821, 0.0369051
155, 5.13333, 0.932376, 1, -84.4079, -28.2171, 540.24, -0.0413069, -0.0124298, 0.0352777
156, 5.16667, 0.923513, 1, -85.1099, -28.959, 544.109, -0.042479, -0.0099132, 0.0342855
157, 5.2, 0.912549, 1, -85.3285, -29.139, 545.061, -0.035513, -0.00755056, 0.036339
158, 5.23333, 0.92705, 1, -85.716, -29.5105, 546.947, -0.0320313, -0.00912426, 0.035294
159, 5.26667, 0.926298, 1, -85.6828, -29.2217, 545.886, -0.0373975, -0.0097853, 0.03739
160, 5.3, 0.933284, 1, -85.6166, -29.0323, 544.463, -0.0391286, -0.00445328, 0.0359265
161, 5.33333, 0.942283, 1, -85.3949, -28.6739, 542.743, -0.0352084, 0.00224722, 0.0313677
162, 5.36667, 0.945367, 1, -85.5696, -28.4621, 543.269, -0.0306932, 0.00205884, 0.0270609
163, 5.4, 0.950844, 1, -85.3396, -28.3115, 541.559, -0.0280626, 0.00338874, 0.023368
164, 5.43333, 0.94225, 1, -86.6236, -28.4914, 547.645, -0.0338733, -0.00306951, 0.0305661
165, 5.46667, 0.939237, 1, -89.0548, -28.8003, 563.25, -0.0294748, -0.022839, 0.033581
166, 5.5, 0.910916, 1, -91.2873, -28.7109, 573.668, -0.00310511, -0.0371438, 0.0301638
167, 5.53333, 0.92763, 1, -91.6044, -28.8909, 574.362, -0.000334624, -0.0353335, 0.0263677
168, 5.56667, 0.924274, 1, -91.486, -28.6306, 574.155, -0.00405189, -0.0291655, 0.0252043
169, 5.6, 0.924819, 1, -90.5488, -28.6188, 569.84, -0.021191, -0.0260753, 0.024978
170, 5.63333, 0.931519, 1, -90.6197, -28.6364, 570.601, -0.0148478, -0.0367928, 0.025126
171, 5.66667, 0.93483, 1, -90.7546, -28.7094, 571.404, -0.0147663, -0.0348604, 0.0232143
172, 5.7, 0.939785, 1, -90.8354, -28.6316, 571.795, -0.016465, -0.038145, 0.0243108
173, 5.73333, 0.936438, 1, -90.6281, -28.6908, 572.062, -0.0186961, -0.0351378, 0.0236804
174, 5.76667, 0.931172, 1, -91.1312, -28.7748, 574.523, -0.01571, -0.02444, 0.0240394
175, 5.8, 0.950719, 1, -91.3924, -28.5882, 575.34, -0.00957061, -0.0194929, 0.0167473
176, 5.83333, 0.952899, 1, -91.3887, -28.5539, 574.918, -0.0134281, -0.0149719, 0.0139347
177, 5.86667, 0.954345, 1, -90.9985, -28.3856, 573.946, -0.0133985, -0.0127338, 0.0147405
178, 5.9, 0.942349, 1, -89.233, -28.3895, 564.13, -0.0247974, -0.0173608, 0.0152335
179, 5.93333, 0.954369, 1, -89.339, -28.579, 560.385, -0.0117123, -0.0172019, 0.00637379
180, 5.96667, 0.95142, 1, -89.2772, -29.1789, 562.488, -0.0083011, -0.00950372, 0.0161209
181, 6, 0.954091, 1, -88.9162, -29.035, 561.656, -0.00128655, -0.00889025, 0.0198596
182, 6.03333, 0.957966, 1, -88.7621, -29.0848, 560.947, 0.0014544, -0.00564435, 0.0218796
183, 6.06667, 0.957187, 1, -88.6702, -29.0512, 561.01, 0.0019368, -0.00684078, 0.0230001
184, 6.1, 0.956573, 1, -88.8765, -28.8876, 563.013, 0.00013956, -0.00908683, 0.0250303
185, 6.13333, 0.95721, 1, -91.3543, -28.1739, 576.189, -0.00358728, -0.00500512, 0.0210419
186, 6.16667, 0.959008, 1, -91.2066, -27.7279, 575.214, -0.00249061, -0.00628111, 0.0179774
187, 6.2, 0.954968, 1, -90.9789, -27.7544, 574.591, -0.0148995, -0.00966705, 0.0146171
188, 6.23333, 0.947585, 1, -89.9845, -27.4504, 569.554, -0.0296391, -0.017653, 0.0127699
189, 6.26667, 0.954189, 1, -88.2457, -27.8185, 559.002, -0.0251295, -0.0186877, 0.0177801
190, 6.3, 0.952584, 1, -88.1574, -27.931, 557.149, -0.0211301, -0.0149377, 0.018405
191, 6.33333, 0.952547, 1, -88.4132, -28.3343, 558.196, -0.0176275, -0.01444, 0.018648
192, 6.36667, 0.949725, 1, -88.3465, -28.2803, 558.578, -0.0228879, -0.00921653, 0.0201429
193, 6.4, 0.951323, 1, -88.4363, -28.2716, 558.6, -0.025598, -0.00758365, 0.0187618
194, 6.43333, 0.949432, 1, -88.2585, -28.1313, 557.211, -0.0286983, -0.00684867, 0.021184
195, 6.46667, 0.955022, 1, -88.132, -28.0819, 556.811, -0.0275874, -0.00940832, 0.0206114
196, 6.5, 0.954599, 1, -87.54, -27.9858, 553.519, -0.0243658, -0.0127899, 0.0192161
197, 6.53333, 0.956251, 1, -87.6538, -27.905, 555.061, -0.0260334, -0.012864, 0.0205804
198, 6.56667, 0.95638, 1, -87.8362, -28.1238, 556.985, -0.0294151, -0.0112397, 0.0211976
199, 6.6, 0.956566, 1, -87.5345, -28.0105, 555.966, -0.0225942, -0.0123254, 0.0227301
200, 6.63333, 0.954005, 1, -87.4512, -28.0537, 555.164, -0.0225942, -0.0133782, 0.0233138
201, 6.66667, 0.939144, 1, -89.8594, -27.3397, 570.398, -0.0311867, -0.0133213, 0.0194484
202, 6.7, 0.936391, 1, -89.9689, -27.3133, 570.117, -0.0292156, -0.0131793, 0.0150907
203, 6.73333, 0.935885, 1, -89.822, -27.2494, 569.323, -0.0337906, -0.0167391, 0.011459
204, 6.76667, 0.958874, 1, -88.5655, -27.1457, 561.583, -0.0320446, -0.0178926, 0.0147024
205, 6.8, 0.95055, 1, -87.1622, -27.2161, 553.039, -0.0321322, -0.018426, 0.0203218
206, 6.83333, 0.949623, 1, -87.02, -27.2845, 551.734, -0.0277873, -0.0179796, 0.0206493
207, 6.86667, 0.954175, 1, -87.0105, -27.5089, 551.702, -0.0241039, -0.0184101, 0.0209535
208, 6.9, 0.954757, 1, -87.3031, -27.6024, 553.521, -0.021775, -0.0163389, 0.0211517
209, 6.93333, 0.953035, 1, -87.3648, -27.8181, 553.632, -0.0255569, -0.0131092, 0.0201755
210, 6.96667, 0.952997, 1, -87.3692, -27.8303, 553.806, -0.0276633, -0.0150042, 0.0198304
211, 7, 0.955402, 1, -87.5826, -28.0383, 554.515, -0.0286107, -0.0101293, 0.0214287
212, 7.03333, 0.951552, 1, -87.3215, -27.9267, 553.325, -0.026871, -0.0128654, 0.0211522
213, 7.06667, 0.95574, 1, -87.4181, -27.9469, 554.106, -0.0288818, -0.0132592, 0.0194333
214, 7.1, 0.959469, 1, -87.5071, -28.0105, 554.587, -0.0293656, -0.0130782, 0.019377
215, 7.13333, 0.95842, 1, -87.3833, -27.9759, 554.324, -0.0281178, -0.0141875, 0.0205498
216, 7.16667, 0.959246, 1, -87.588, -28.1867, 555.798, -0.0263647, -0.0122662, 0.0216332
217, 7.2, 0.956483, 1, -87.102, -28.0247, 554.239, -0.0235669, -0.0142976, 0.0218912
218, 7.23333, 0.958491, 1, -87.174, -28.0927, 553.786, -0.0268588, -0.0138467, 0.0221478
219, 7.26667, 0.959195, 1, -87.239, -28.0208, 554.555, -0.0262083, -0.0135622, 0.0209552
220, 7.3, 0.955658, 1, -87.4921, -28.2023, 555.644, -0.0231985, -0.0155635, 0.0219102
221, 7.33333, 0.948595, 1, -88.932, -28.6041, 562.739, -0.00483549, -0.0271019, 0.0243057
222, 7.36667, 0.946129, 1, -89.2459, -28.6775, 564, -0.000923758, -0.0325827, 0.0250833
223, 7.4, 0.950498, 1, -89.2179, -28.6702, 562.825, -0.00209659, -0.0311898, 0.0257003
224, 7.43333, 0.940093, 1, -89.3293, -28.7518, 563.667, 0.00727936, -0.0397548, 0.0308976
225, 7.46667, 0.931086, 1, -90.0889, -29.0521, 567.4, 0.0191622, -0.0471218, 0.0324272
226, 7.5, 0.945802, 1, -90.2741, -29.2806, 569.451, 0.024234, -0.0467052, 0.0315734
227, 7.53333, 0.944323, 1, -89.346, -28.8487, 563.409, 0.00833987, -0.0286103, 0.0276884
228, 7.56667, 0.936869, 1, -88.6447, -28.4523, 560.265, -0.00732729, -0.0244848, 0.0320892
229, 7.6, 0.93404, 1, -88.7655, -28.7254, 560.991, -0.000532483, -0.0248905, 0.0299597
230, 7.63333, 0.938861, 1, -88.9221, -28.6101, 561.879, 0.0087359, -0.0238886, 0.0301535
231, 7.66667, 0.930104, 1, -89.8734, -29.077, 565.484, 0.0232008, -0.027505, 0.0316546
232, 7.7, 0.923095, 1, -90.1148, -29.1085, 567.514, 0.0352025, -0.028195, 0.0336711
233, 7.73333, 0.924805, 1, -89.9274, -28.994, 565.995, 0.0291826, -0.023621, 0.0317779
234, 7.76667, 0.921741, 1, -89.4121, -28.7337, 563.105, 0.0222826, -0.0194688, 0.030016
235, 7.8, 0.921859, 1, -89.3977, -28.6279, 563.686, 0.0198665, -0.01949, 0.0311288
236, 7.83333, 0.918722, 1, -88.868, -27.8589, 559.493, 0.00302338, -0.018273, 0.0328042
237, 7.86667, 0.92664, 1, -90.637, -27.6067, 570.619, 0.00616248, -0.0199211, 0.0237407
238, 7.9, 0.937284, 1, -90.0712, -27.4556, 567.048, 0.00533679, -0.0303124, 0.0204763
239, 7.93333, 0.911554, 1, -88.915, -27.7022, 559.675, -0.0130664, -0.0312993, 0.0318227
240, 7.96667, 0.934103, 1, -88.7518, -27.6603, 557.384, -0.0130634, -0.0225927, 0.0366953
241, 8, 0.945186, 1, -88.8231, -27.665, 558.035, -0.0204014, -0.0195524, 0.0350792
242, 8.03333, 0.960087, 1, -89.2183, -27.9659, 561.28, -0.0112149, -0.0221423, 0.0361577
243, 8.06667, 0.957836, 1, -90.2129, -28.4262, 566.619, 0.00858792, -0.0290019, 0.0387383
244, 8.1, 0.94937, 1, -90.6664, -28.7778, 569.79, 0.0226095, -0.0417686, 0.036861
245, 8.13333, 0.950541, 1, -90.8259, -29.0857, 570.694, 0.032523, -0.0467216, 0.0344258
246, 8.16667, 0.948101, 1, -90.8089, -29.1192, 570.755, 0.0336396, -0.0472043, 0.0331806
247, 8.2, 0.951061, 1, -90.617, -28.9946, 570.137, 0.0263093, -0.0424434, 0.0311854
248, 8.23333, 0.95428, 1, -90.2575, -29.0506, 568.351, 0.0204275, -0.0417054, 0.0301663
249, 8.26667, 0.956519, 1, -90.1758, -28.8399, 568.096, 0.0197504, -0.0404563, 0.0306067
250, 8.3, 0.954539, 1, -90.3621, -28.9706, 568.983, 0.0179863, -0.0375892, 0.0326199
251, 8.33333, 0.952483, 1, -90.4379, -28.8529, 569.637, 0.0266506, -0.0421984, 0.0329578
252, 8.36667, 0.951588, 1, -90.6827, -29.0917, 570.468, 0.0310924, -0.0430411, 0.0333836
253, 8.4, 0.948746, 1, -90.6044, -29.0489, 570.379, 0.0291529, -0.0436993, 0.0333592
254, 8.43333, 0.947523, 1, -90.7551, -29.2546, 571.04, 0.030895, -0.0410951, 0.0319078
255, 8.46667, 0.949884, 1, -90.7505, -29.3431, 571.048, 0.0354036, -0.0393688, 0.0323399
256, 8.5, 0.948114, 1, -90.7877, -29.434, 571.135, 0.0353296, -0.0401378, 0.0304958
257, 8.53333, 0.949773, 1, -90.5665, -29.3042, 569.755, 0.0346542, -0.0410306, 0.0290804
258, 8.56667, 0.947265, 1, -90.5922, -29.1516, 569.894, 0.038072, -0.0376028, 0.0278203
